    C2D             x              y 
109521     593243.375    3315616.750 
109522     593243.375    3315510.750 
109523     593296.375    3315563.750 
109524     593190.312    3315351.500 
109525     593243.375    3315404.500 
109526     593243.375    3315298.500 
109527     593296.375    3315351.500 
109528     593296.375    3315457.750 
109529     593349.438    3315510.750 
109530     593349.438    3315404.500 
109531     593402.438    3315457.750 
109532     593084.250    3315033.250 
109533     593137.312    3315086.500 
109534     593137.312    3314980.250 
109535     593190.312    3315033.250 
109536     593190.312    3315139.500 
109537     593243.375    3315192.500 
109538     593243.375    3315086.500 
109539     593296.375    3315139.500 
109540     593190.312    3314927.250 
109541     593243.375    3314980.250 
109542     593243.375    3314874.250 
109543     593296.375    3314927.250 
109544     593296.375    3315033.250 
109545     593349.438    3315086.500 
109546     593349.438    3314980.250 
109547     593402.438    3315033.250 
109548     593296.375    3315245.500 
109549     593349.438    3315298.500 
109550     593349.438    3315192.500 
109551     593402.438    3315245.500 
109552     593402.438    3315351.500 
109553     593455.500    3315404.500 
109554     593455.500    3315298.500 
109555     593508.500    3315351.500 
109556     593402.438    3315139.500 
109557     593455.500    3315192.500 
109558     593455.500    3315086.500 
109559     593508.500    3315139.500 
109560     593508.500    3315245.500 
109561     593561.562    3315298.500 
109562     593561.562    3315192.500 
109563     593614.562    3315245.500 
109566     593349.438    3315616.750 
109567     593402.438    3315669.750 
109570     593455.500    3315722.750 
109572     593402.438    3315563.750 
109573     593455.500    3315616.750 
109574     593455.500    3315510.750 
109575     593508.500    3315563.750 
109576     593508.500    3315669.750 
109577     593561.562    3315722.750 
109578     593561.562    3315616.750 
109579     593614.562    3315669.750 
109588     593614.562    3315775.750 
109589     593667.625    3315828.750 
109590     593667.625    3315722.750 
109591     593720.625    3315775.750 
109592     593720.625    3315882.000 
109593     593773.688    3315935.000 
109594     593773.688    3315828.750 
109595     593826.750    3315882.000 
109596     593508.500    3315457.750 
109597     593561.562    3315510.750 
109598     593561.562    3315404.500 
109599     593614.562    3315457.750 
109600     593614.562    3315563.750 
109601     593667.625    3315616.750 
109602     593667.625    3315510.750 
109603     593720.625    3315563.750 
109604     593614.562    3315351.500 
109605     593667.625    3315404.500 
109606     593667.625    3315298.500 
109607     593720.625    3315351.500 
109608     593720.625    3315457.750 
109609     593773.688    3315510.750 
109610     593773.688    3315404.500 
109611     593826.750    3315457.750 
109612     593720.625    3315669.750 
109613     593773.688    3315722.750 
109614     593773.688    3315616.750 
109615     593826.750    3315669.750 
109616     593826.750    3315775.750 
109617     593879.750    3315828.750 
109618     593879.750    3315722.750 
109619     593932.812    3315775.750 
109620     593826.750    3315563.750 
109621     593879.750    3315616.750 
109622     593879.750    3315510.750 
109623     593932.812    3315563.750 
109624     593932.812    3315669.750 
109625     593985.812    3315722.750 
109626     593985.812    3315616.750 
109627     594038.875    3315669.750 
109628     593296.375    3314821.250 
109629     593349.438    3314874.250 
109630     593349.438    3314768.250 
109631     593402.438    3314821.250 
109632     593402.438    3314927.250 
109633     593455.500    3314980.250 
109634     593455.500    3314874.250 
109635     593508.500    3314927.250 
109636     593402.438    3314715.250 
109637     593455.500    3314768.250 
109638     593455.500    3314662.250 
