 Cell2D             x              y            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            41_z            42_z            52_z            61_z 
54365      579985.125    3329246.250    12.795500       11.294625       3.979850        0.191706        31.277400       14.059851       12.309000       0.150000        26.772526       20.798500       21.299999       0.150000        0.268000        2.831848        0.016443        0.010827     
55651      587993.062    3336140.500    17.000200       2.839840        1.377990        0.203755        56.299999       3.697060        8.912070        0.281727        26.045851       4.573320        8.988476        0.302584        0.322768        0.198884        0.022236        0.010878     
56037      589212.875    3338102.750    10.965000       3.153475        14.030000       0.181165        18.808700       11.225425       6.948330        0.150000        14.547900       3.237130        19.647251       0.150000        1.129340        1.325240        0.012000        0.014414     
56264      590061.375    3338474.000    7.934332        7.108910        8.033475        0.150000        6.341840        2.031080        17.071976       0.150000        13.336775       1.636110        9.822248        0.236751        1.485208        0.790612        0.013641        0.010813     
58582      586243.000    3332958.500    6.083400        2.620390        4.880260        0.232567        11.418800       11.418815       9.979670        0.150000        29.773300       7.134250        2.045870        0.246763        2.435170        0.128853        0.013916        0.011444     
58907      587356.688    3335186.000    8.418113        3.368093        14.030000       0.150000        13.121550       4.328560        2.437130        0.194773        35.285300       9.567782        18.973499       0.309660        2.156495        0.028613        0.014937        0.010812     
59770      591334.188    3339110.250    13.820700       2.454465        3.987748        0.150000        9.576720        56.299999       22.606150       0.150000        48.490074       10.970400       19.744724       0.150000        0.938435        0.099997        0.038313        0.025814     
59905      595364.688    3342610.500    27.896641       4.563240        1.465130        0.162372        25.273350       1.408458        5.479510        0.150000        17.320074       11.020700       9.574510        0.339963        0.716865        0.123117        0.012330        0.010831     
62032      584970.188    3330837.250    7.438343        1.200594        7.032510        0.150000        16.681850       6.864400        10.043605       0.150000        10.397900       16.662876       7.095053        0.281040        1.157580        0.118711        0.012839        0.010819     
74066      603425.688    3344095.500    10.430400       12.565701       14.030000       0.150000        7.801510        5.705092        37.585861       0.211358        38.505840       5.266655        20.322151       0.217639        1.188640        0.077550        0.042507        0.062617     
77022      595046.500    3333435.750    3.360430        2.705590        13.857201       0.150000        7.937250        8.697335        9.391134        0.150000        35.299999       9.973417        21.962101       0.150000        0.461554        0.107149        0.054144        0.010800     
77270      597910.250    3336670.750    6.726567        5.008415        4.183920        0.150000        36.259651       7.383490        39.552650       0.270046        31.453474       9.178207        8.549290        0.150000        1.643685        0.207825        0.073553        0.030331     
77301      600880.125    3339852.750    21.299999       3.357980        2.321500        0.150000        4.283390        18.574375       11.734650       0.150000        35.997173       4.654140        7.191863        0.150000        2.405415        0.061224        0.012000        0.011494     
79692      593773.688    3330731.250    30.000000       3.755580        8.391255        0.150000        41.081051       6.824770        12.369825       0.150000        49.991100       7.609150        29.582600       0.150000        1.641175        0.098629        0.013822        0.017438     
80237      596266.250    3332534.250    18.624775       3.127957        8.240157        0.150000        20.075000       9.962405        4.827870        0.150000        50.000000       4.262075        27.603374       0.150000        1.724678        0.056837        0.082278        0.044145     
80410      599183.062    3335822.250    20.767149       3.068320        1.423500        0.175806        56.299999       2.937220        8.964460        0.150000        11.978400       11.431125       10.693500       0.150000        3.091197        0.065474        0.022899        0.010800     
