 Cell2D             x              y            31_x            31_y            31_z            31_s            51_x            51_y            51_z            51_s            53_x            53_y            53_z            53_s            71_x            71_y            71_z            71_s            32_z            41_z            42_z            52_z            61_z 
84032      604274.250    3339004.250    31.691900       7.038977        9.045010        0.200000        6.396810        4.363364        5.089537        0.182041        14.325719       5.359350        14.993273       0.222751        8.748540        4.694477        12.660834       0.184663        0.025098        2.082579        0.074661        0.011072        0.009967     
99251      605122.750    3333064.500    16.340800       5.503795        8.888469        0.200000        10.573673       5.204509        6.111027        0.200000        52.182329       8.875543        7.181125        0.200000        10.150838       2.259910        5.907990        0.200000        0.039008        0.168355        0.221614        0.034083        0.014221     
99263      607668.312    3335610.250    60.471578       5.500000        7.374220        0.200000        6.402329        2.828240        7.915624        0.200000        15.890778       2.876380        10.243400       0.200000        17.496607       7.782212        12.111000       0.200000        0.382800        0.780981        0.451376        0.011000        0.009969     
104919     607244.062    3331579.750    111.123262      6.779840        29.449088       0.200000        9.592130        3.114994        7.706550        0.200000        16.047000       9.716323        4.077606        0.200000        13.430262       27.659543       23.430496       0.250956        0.022000        2.168100        0.109335        0.011000        0.009900     
115669     607244.062    3326753.750    77.880486       9.991766        13.801930       0.200000        20.274755       4.773722        5.797290        0.200000        31.048119       7.600813        5.967481        0.200000        38.854591       6.194118        6.052160        0.200000        0.022000        2.378253        0.192180        0.039541        0.175092     
116149     611911.000    3331155.500    19.978312       6.843325        7.921110        0.200000        9.635683        3.248769        2.886707        0.200000        45.055518       11.367000       3.758110        0.289655        8.855605        13.015627       11.233000       0.200000        0.025009        1.218008        0.122326        0.035006        0.010335     
118305     609365.375    3327655.250    62.454917       6.739887        36.474551       0.200000        24.710700       4.323946        11.255125       0.235891        32.968263       7.265467        8.045560        0.200000        15.577000       6.941600        8.077390        0.200000        0.077190        0.800435        0.107246        0.011000        0.009904     
118340     610001.812    3327655.250    32.500600       5.565378        17.440500       0.200000        7.506625        2.586240        5.166312        0.160202        17.873888       28.340664       5.323707        0.200000        16.153700       8.791849        9.389220        0.200000        0.136008        1.086660        0.063216        0.011000        0.021462     
119785     605759.125    3321609.500    45.063200       5.635135        13.536937       0.200000        5.578668        4.118596        4.804990        0.200000        18.258359       4.210680        5.769198        0.200000        28.517626       1.256046        15.026882       0.300181        0.022093        0.776235        1.100180        0.010249        0.012262     
119819     607668.312    3323943.000    16.851200       10.355200       5.758621        0.215787        12.848902       1.452500        2.569790        0.200000        22.179013       1.715406        6.629591        0.200000        42.749319       3.721148        5.129180        0.200000        0.102767        0.738068        0.168806        0.015359        0.024713     
121183     606607.688    3321609.500    99.853257       24.553081       9.134190        0.200000        11.422100       2.054600        11.018518       0.200000        6.132591        5.439491        2.060830        0.200000        27.212000       4.612771        19.607363       0.200000        0.043572        0.277992        0.125054        0.011000        0.027161     
123946     609365.375    3321185.250    12.118900       5.504428        9.419182        0.200000        19.083291       4.100058        18.451538       0.212359        24.939900       4.681537        30.084707       0.200000        11.732029       3.313956        8.132303        0.233970        0.052592        1.914612        0.107214        0.022979        0.132626     
84056      609365.375    3344095.500    28.145100       13.896685       8.091590        0.200000        17.476368       3.856435        13.943679       0.200000        18.251898       2.431830        7.821070        0.200000        36.021183       2.154244        16.886143       0.200000        0.025688        0.621617        0.175025        0.011737        0.009900     
96101      610638.188    3340277.000    47.377100       5.757284        13.014200       0.200000        12.488530       3.470066        9.410429        0.200000        26.465682       13.272632       11.770458       0.200000        15.007756       16.849369       24.114969       0.200000        0.027685        0.646803        0.054554        0.066494        0.009900     
104952     612759.500    3338155.750    38.041963       6.216788        8.787120        0.200000        6.747204        3.160940        12.517487       0.200000        37.385304       21.900123       15.206100       0.200000        10.959700       7.909299        16.689903       0.200000        0.077736        0.695945        0.062653        0.041343        0.018926     
113183     612335.250    3334337.500    87.088582       6.809522        5.530706        0.200000        6.392880        3.170310        5.226074        0.200000        34.163748       1.104945        7.100530        0.200000        25.083519       5.170369        6.032275        0.205822        0.030191        3.909038        0.617284        0.011000        0.009905     
113205     614880.812    3336034.500    49.596089       5.500000        20.504551       0.200000        18.245775       2.046420        12.576745       0.200000        21.758364       7.508836        28.212576       0.200000        10.563500       19.350662       8.788607        0.200000        0.035407        2.680808        0.049794        0.011000        0.014066     
