obsnme,obsval,weight,standard_deviation,obgnme
wp_ht_1427_20160713,256.7025555,0.5,9.144,zb005
wp_ht_1427_20160816,256.2148644,0.5,9.144,zb005
wp_ht_1427_20160915,257.495028,0.5,9.144,zb005
wp_ht_1427_20161011,256.7330281,0.5,9.144,zb005
wp_ht_1427_20161115,257.4340643,0.5,9.144,zb005
wp_ht_1427_20161213,258.1351192,0.5,9.144,zb005
wp_ht_1427_20170110,257.8303192,0.5,9.144,zb005
wp_ht_1427_20170214,257.7388643,0.5,9.144,zb005
wp_ht_1427_20170316,258.1655917,0.5,9.144,zb005
wp_ht_1427_20170414,257.9827192,0.5,9.144,zb005
wp_ht_1427_20170516,256.7635192,0.5,9.144,zb005
wp_ht_1427_20170613,257.0073555,0.5,9.144,zb005
wp_ht_1427_20170718,255.5443193,0.5,9.144,zb005
wp_ht_1427_20170809,255.9100644,0.5,9.144,zb005
wp_ht_1427_20170913,255.6357555,0.5,9.144,zb005
wp_ht_1427_20171012,256.0929555,0.5,9.144,zb005
wp_ht_1427_20171109,255.6662281,0.5,9.144,zb005
wp_ht_1427_20171214,256.3367918,0.5,9.144,zb005
wp_ht_1427_20180109,255.9405555,0.5,9.144,zb005
wp_ht_1427_20180213,255.5443193,0.5,9.144,zb005
wp_ht_1427_20180316,255.0871193,0.5,9.144,zb005
wp_ht_1427_20180419,253.3497556,0.5,9.144,zb005
wp_ht_1427_20180510,254.6299193,0.5,9.144,zb005
wp_ht_1427_20180613,252.9230282,0.5,9.144,zb005
wp_ht_1427_20180712,252.8011194,0.5,9.144,zb005
wp_ht_1427_20180810,251.7038282,0.5,9.144,zb005
wp_ht_1427_20180913,250.5760645,0.5,9.144,zb005
wp_ht_1427_20181011,255.0566281,0.5,9.144,zb005
wp_ht_1427_20181109,257.3121555,0.5,9.144,zb005
wp_ht_1427_20181213,257.2816643,0.5,9.144,zb005
wp_ht_1427_20190110,258.4703917,0.5,9.144,zb005
wp_ht_1427_20190214,258.1655917,0.5,9.144,zb005
wp_ht_1427_20190314,257.5255192,0.5,9.144,zb005
wp_ht_1427_20190411,256.7635192,0.5,9.144,zb005
wp_ht_1427_20190509,257.9217555,0.5,9.144,zb005
wp_ht_1427_20190613,257.7388643,0.5,9.144,zb005
wp_ht_1427_20190711,255.9710281,0.5,9.144,zb005
wp_ht_1427_20190815,254.9347193,0.5,9.144,zb005
wp_ht_1427_20190912,254.2336644,0.5,9.144,zb005
wp_ht_1427_20191017,254.5384644,0.5,9.144,zb005
wp_ht_1427_20191120,255.5747918,0.5,9.144,zb005
wp_ht_1427_20191212,254.4470281,0.5,9.144,zb005
wp_ht_1427_20200116,255.2090281,0.0,9.144,valid
wp_ht_1427_20200218,255.6357555,0.0,9.144,valid
wp_ht_1427_20200318,255.0261556,0.0,9.144,valid
wp_ht_1427_20200616,252.0695919,0.0,9.144,valid
wp_ht_1427_20200714,251.155192,0.0,9.144,valid
wp_ht_1427_20200811,250.6065557,0.0,9.144,valid
wp_ht_1427_20200916,251.7647919,0.0,9.144,valid
wp_ht_1427_20201015,251.459992,0.0,9.144,valid
wp_ht_1427_20201118,251.459992,0.0,9.144,valid
wp_ht_1427_20201215,252.3134282,0.0,9.144,valid
wp_ht_1427_20210113,252.2524645,0.0,9.144,valid
wp_ht_1427_20210224,251.7038282,0.0,9.144,valid
wp_ht_1427_20210317,252.4963194,0.0,9.144,valid
wp_ht_1427_20210414,251.2161557,0.0,9.144,valid
wp_ht_1427_20210512,251.7038282,0.0,9.144,valid
wp_ht_1427_20210616,252.9535193,0.0,9.144,valid
wp_ht_1427_20210714,253.3497556,0.0,9.144,valid
wp_ht_1427_20210818,252.4963194,0.0,9.144,valid
wo_ht_1427_20150101,261.6395983,0.0,9.144,oobs
wo_ht_1427_20150201,261.714138,0.0,9.144,oobs
wo_ht_1427_20150301,261.7006139,0.0,9.144,oobs
wo_ht_1427_20150401,261.6882879,0.0,9.144,oobs
wo_ht_1427_20150501,261.678273,0.0,9.144,oobs
wo_ht_1427_20150601,261.667069,0.0,9.144,oobs
wo_ht_1427_20150701,261.6532512,0.0,9.144,oobs
wo_ht_1427_20150801,261.6363708,0.0,9.144,oobs
wo_ht_1427_20150901,261.6172514,0.0,9.144,oobs
wo_ht_1427_20151001,261.5960088,0.0,9.144,oobs
wo_ht_1427_20151101,261.5730963,0.0,9.144,oobs
wo_ht_1427_20151201,261.548938,0.0,9.144,oobs
wo_ht_1427_20160101,261.5234703,0.0,9.144,oobs
wo_ht_1427_20160201,261.4981958,0.0,9.144,oobs
wo_ht_1427_20160301,261.4724828,0.0,9.144,oobs
wo_ht_1427_20160401,261.4460555,0.0,9.144,oobs
wo_ht_1427_20160501,261.4194688,0.0,9.144,oobs
wo_ht_1427_20160601,261.3928414,0.0,9.144,oobs
wo_ht_1427_20160701,261.36627,0.0,9.144,oobs
wo_ht_1427_20160801,261.3393898,0.0,9.144,oobs
wo_ht_1427_20160901,261.3131135,0.0,9.144,oobs
wo_ht_1427_20161001,261.2870517,0.0,9.144,oobs
wo_ht_1427_20161101,261.261236,0.0,9.144,oobs
wo_ht_1427_20161201,261.2356944,0.0,9.144,oobs
wo_ht_1427_20170101,261.2100386,0.0,9.144,oobs
wo_ht_1427_20170201,261.1859221,0.0,9.144,oobs
wo_ht_1427_20170301,261.1621127,0.0,9.144,oobs
wo_ht_1427_20170401,261.1378276,0.0,9.144,oobs
wo_ht_1427_20170501,261.1138956,0.0,9.144,oobs
wo_ht_1427_20170601,261.0903098,0.0,9.144,oobs
wo_ht_1427_20170701,261.0670689,0.0,9.144,oobs
wo_ht_1427_20170801,261.0437897,0.0,9.144,oobs
wo_ht_1427_20170901,261.0212178,0.0,9.144,oobs
wo_ht_1427_20171001,260.9989787,0.0,9.144,oobs
wo_ht_1427_20171101,260.9770679,0.0,9.144,oobs
wo_ht_1427_20171201,260.955485,0.0,9.144,oobs
wo_ht_1427_20180101,260.9338718,0.0,9.144,oobs
wo_ht_1427_20180201,260.9135962,0.0,9.144,oobs
wo_ht_1427_20180301,260.8936035,0.0,9.144,oobs
wo_ht_1427_20180401,260.8732158,0.0,9.144,oobs
wo_ht_1427_20180501,260.8531113,0.0,9.144,oobs
wo_ht_1427_20180601,260.8332736,0.0,9.144,oobs
wo_ht_1427_20180701,260.8136484,0.0,9.144,oobs
wo_ht_1427_20180801,260.7938794,0.0,9.144,oobs
wo_ht_1427_20180901,260.7746101,0.0,9.144,oobs
wo_ht_1427_20181001,260.7555804,0.0,9.144,oobs
wo_ht_1427_20181101,260.7368344,0.0,9.144,oobs
wo_ht_1427_20181201,260.7183783,0.0,9.144,oobs
wo_ht_1427_20190101,260.6999006,0.0,9.144,oobs
wo_ht_1427_20190201,260.6825666,0.0,9.144,oobs
wo_ht_1427_20190301,260.6654733,0.0,9.144,oobs
wo_ht_1427_20190401,260.6480366,0.0,9.144,oobs
wo_ht_1427_20190501,260.6308309,0.0,9.144,oobs
wo_ht_1427_20190601,260.613848,0.0,9.144,oobs
wo_ht_1427_20190701,260.5970884,0.0,9.144,oobs
wo_ht_1427_20190801,260.5802776,0.0,9.144,oobs
wo_ht_1427_20190901,260.5639454,0.0,9.144,oobs
wo_ht_1427_20191001,260.5477933,0.0,9.144,oobs
wo_ht_1427_20191101,260.5317962,0.0,9.144,oobs
wo_ht_1427_20191201,260.5159708,0.0,9.144,oobs
wo_ht_1427_20200101,260.5000605,0.0,9.144,oobs
wo_ht_1427_20200201,260.4848235,0.0,9.144,oobs
wo_ht_1427_20200301,260.4697436,0.0,9.144,oobs
wo_ht_1427_20200401,260.4545697,0.0,9.144,oobs
wo_ht_1427_20200501,260.4395553,0.0,9.144,oobs
wo_ht_1427_20200601,260.4246972,0.0,9.144,oobs
wo_ht_1427_20200701,260.4099973,0.0,9.144,oobs
wo_ht_1427_20200801,260.3951903,0.0,9.144,oobs
wo_ht_1427_20200901,260.3807083,0.0,9.144,oobs
wo_ht_1427_20201001,260.3663527,0.0,9.144,oobs
wo_ht_1427_20201101,260.352128,0.0,9.144,oobs
wo_ht_1427_20201201,260.3380333,0.0,9.144,oobs
wo_ht_1427_20210101,260.323847,0.0,9.144,oobs
wo_ht_1427_20210201,260.3104629,0.0,9.144,oobs
wo_ht_1427_20210301,260.2971801,0.0,9.144,oobs
wo_ht_1427_20210401,260.2835413,0.0,9.144,oobs
wo_ht_1427_20210501,260.2699917,0.0,9.144,oobs
wo_ht_1427_20210601,260.2565296,0.0,9.144,oobs
wo_ht_1427_20210701,260.2431627,0.0,9.144,oobs
wo_ht_1427_20210801,260.229679,0.0,9.144,oobs
wo_ht_1427_20210901,260.2165147,0.0,9.144,oobs
wo_ht_1427_20211001,260.2034491,0.0,9.144,oobs
wo_ht_1427_20211101,260.1904763,0.0,9.144,oobs
wo_ht_1427_20211201,260.1775971,0.0,9.144,oobs
wp_ht_1492_20150101,218.6793706,0.0,9.144,burnin
wp_ht_1492_20150201,219.5937706,0.0,9.144,burnin
wp_ht_1492_20150301,220.5081706,0.0,9.144,burnin
wo_ht_1492_20150101,243.6226723,0.0,9.144,oobs
wo_ht_1492_20150201,243.7215928,0.0,9.144,oobs
wo_ht_1492_20150301,243.6752491,0.0,9.144,oobs
wo_ht_1492_20150401,243.6295512,0.0,9.144,oobs
wo_ht_1492_20150501,243.5725614,0.0,9.144,oobs
wo_ht_1492_20150601,243.6826139,0.0,9.144,oobs
wo_ht_1492_20150701,243.8182151,0.0,9.144,oobs
wo_ht_1492_20150801,243.811214,0.0,9.144,oobs
wo_ht_1492_20150901,243.7005655,0.0,9.144,oobs
wo_ht_1492_20151001,243.5615633,0.0,9.144,oobs
wo_ht_1492_20151101,243.5523521,0.0,9.144,oobs
wo_ht_1492_20151201,243.6885324,0.0,9.144,oobs
wo_ht_1492_20160101,243.7616357,0.0,9.144,oobs
wo_ht_1492_20160201,243.7452828,0.0,9.144,oobs
wo_ht_1492_20160301,243.6807092,0.0,9.144,oobs
wo_ht_1492_20160401,243.6705982,0.0,9.144,oobs
wo_ht_1492_20160501,243.695546,0.0,9.144,oobs
wo_ht_1492_20160601,243.7809267,0.0,9.144,oobs
wo_ht_1492_20160701,243.804334,0.0,9.144,oobs
wo_ht_1492_20160801,243.7222588,0.0,9.144,oobs
wo_ht_1492_20160901,243.6986305,0.0,9.144,oobs
wo_ht_1492_20161001,243.6953031,0.0,9.144,oobs
wo_ht_1492_20161101,243.6514775,0.0,9.144,oobs
wo_ht_1492_20161201,243.6216494,0.0,9.144,oobs
wo_ht_1492_20170101,243.5934274,0.0,9.144,oobs
wo_ht_1492_20170201,243.5810976,0.0,9.144,oobs
wo_ht_1492_20170301,243.583621,0.0,9.144,oobs
wo_ht_1492_20170401,243.5730234,0.0,9.144,oobs
wo_ht_1492_20170501,243.5117263,0.0,9.144,oobs
wo_ht_1492_20170601,243.3883765,0.0,9.144,oobs
wo_ht_1492_20170701,243.2547798,0.0,9.144,oobs
wo_ht_1492_20170801,243.1279325,0.0,9.144,oobs
wo_ht_1492_20170901,243.0349904,0.0,9.144,oobs
wo_ht_1492_20171001,242.9826943,0.0,9.144,oobs
wo_ht_1492_20171101,242.9425139,0.0,9.144,oobs
wo_ht_1492_20171201,242.8649607,0.0,9.144,oobs
wo_ht_1492_20180101,242.7891605,0.0,9.144,oobs
wo_ht_1492_20180201,242.7190139,0.0,9.144,oobs
wo_ht_1492_20180301,242.6450486,0.0,9.144,oobs
wo_ht_1492_20180401,242.5737098,0.0,9.144,oobs
wo_ht_1492_20180501,242.5106867,0.0,9.144,oobs
wo_ht_1492_20180601,242.4509066,0.0,9.144,oobs
wo_ht_1492_20180701,242.3923757,0.0,9.144,oobs
wo_ht_1492_20180801,242.3363468,0.0,9.144,oobs
wo_ht_1492_20180901,242.3016153,0.0,9.144,oobs
wo_ht_1492_20181001,242.4275157,0.0,9.144,oobs
wo_ht_1492_20181101,242.6170588,0.0,9.144,oobs
wo_ht_1492_20181201,242.7281161,0.0,9.144,oobs
wo_ht_1492_20190101,242.845326,0.0,9.144,oobs
wo_ht_1492_20190201,242.9402643,0.0,9.144,oobs
wo_ht_1492_20190301,242.9457029,0.0,9.144,oobs
wo_ht_1492_20190401,242.8772955,0.0,9.144,oobs
wo_ht_1492_20190501,242.8674635,0.0,9.144,oobs
wo_ht_1492_20190601,242.9406708,0.0,9.144,oobs
wo_ht_1492_20190701,242.9764476,0.0,9.144,oobs
wo_ht_1492_20190801,242.929423,0.0,9.144,oobs
wo_ht_1492_20190901,242.8167146,0.0,9.144,oobs
wo_ht_1492_20191001,242.6954823,0.0,9.144,oobs
wo_ht_1492_20191101,242.5835834,0.0,9.144,oobs
wo_ht_1492_20191201,242.4856281,0.0,9.144,oobs
wo_ht_1492_20200101,242.3954919,0.0,9.144,oobs
wo_ht_1492_20200201,242.3155011,0.0,9.144,oobs
wo_ht_1492_20200301,242.2438915,0.0,9.144,oobs
wo_ht_1492_20200401,242.1834569,0.0,9.144,oobs
wo_ht_1492_20200501,242.1503308,0.0,9.144,oobs
wo_ht_1492_20200601,242.2197861,0.0,9.144,oobs
wo_ht_1492_20200701,242.2687689,0.0,9.144,oobs
wo_ht_1492_20200801,242.2225245,0.0,9.144,oobs
wo_ht_1492_20200901,242.1510838,0.0,9.144,oobs
wo_ht_1492_20201001,242.0950925,0.0,9.144,oobs
wo_ht_1492_20201101,242.0349239,0.0,9.144,oobs
wo_ht_1492_20201201,241.9719178,0.0,9.144,oobs
wo_ht_1492_20210101,241.9108686,0.0,9.144,oobs
wo_ht_1492_20210201,241.8590388,0.0,9.144,oobs
wo_ht_1492_20210301,241.8123339,0.0,9.144,oobs
wo_ht_1492_20210401,241.7672947,0.0,9.144,oobs
wo_ht_1492_20210501,241.7236455,0.0,9.144,oobs
wo_ht_1492_20210601,241.7015725,0.0,9.144,oobs
wo_ht_1492_20210701,241.7088305,0.0,9.144,oobs
wo_ht_1492_20210801,241.6973445,0.0,9.144,oobs
wo_ht_1492_20210901,241.6803639,0.0,9.144,oobs
wo_ht_1492_20211001,241.6501012,0.0,9.144,oobs
wo_ht_1492_20211101,241.7027947,0.0,9.144,oobs
wo_ht_1492_20211201,241.7755709,0.0,9.144,oobs
wa_ht_1505_20150101,272.7018599,0.0,9.144,burnin
wa_ht_1505_20150201,272.7339399,0.0,9.144,burnin
wa_ht_1505_20150301,272.8452354,0.0,9.144,burnin
wa_ht_1505_20150401,273.0011558,0.0,9.144,burnin
wa_ht_1505_20150501,273.2324963,0.0,9.144,burnin
wa_ht_1505_20150601,273.7515218,0.0,9.144,burnin
wa_ht_1505_20150701,273.7473714,0.0,9.144,burnin
wa_ht_1505_20150801,273.0677682,0.0,9.144,burnin
wa_ht_1505_20150901,272.5063364,0.0,9.144,burnin
wa_ht_1505_20151001,272.1336725,0.0,9.144,burnin
wa_ht_1505_20151101,272.5049833,0.0,9.144,burnin
wa_ht_1505_20151201,273.2868582,0.0,9.144,burnin
wa_ht_1505_20160101,273.8816072,0.0,9.144,burnin
wa_ht_1505_20160201,274.1842311,0.0,9.144,burnin
wa_ht_1505_20160301,274.2003394,0.0,9.144,burnin
wa_ht_1505_20160401,274.2352317,0.0,9.144,burnin
wa_ht_1505_20160501,274.4178331,0.0,9.144,burnin
wa_ht_1505_20160601,274.7246487,0.0,9.144,burnin
wa_ht_1505_20160701,274.2390035,1.0,9.144,zb006
wa_ht_1505_20160801,273.8401664,1.0,9.144,zb006
wa_ht_1505_20160901,273.8553647,1.0,9.144,zb006
wa_ht_1505_20161001,273.8463505,1.0,9.144,zb006
wa_ht_1505_20161101,273.8920223,1.0,9.144,zb006
wa_ht_1505_20161201,274.2454925,1.0,9.144,zb006
wa_ht_1505_20170101,274.640771,1.0,9.144,zb006
wa_ht_1505_20170201,274.7938115,1.0,9.144,zb006
wa_ht_1505_20170301,275.0568614,1.0,9.144,zb006
wa_ht_1505_20170401,274.9441639,1.0,9.144,zb006
wa_ht_1505_20170501,274.7434776,1.0,9.144,zb006
wa_ht_1505_20170601,280.2834029,0.0,9.144,oobs
wa_ht_1505_20170701,273.4138047,1.0,9.144,zb006
wa_ht_1505_20170801,273.1941233,1.0,9.144,zb006
wa_ht_1505_20170901,272.9669762,1.0,9.144,zb006
wa_ht_1505_20171001,272.954207,1.0,9.144,zb006
wa_ht_1505_20171101,272.9327389,1.0,9.144,zb006
wa_ht_1505_20171201,273.1483328,1.0,9.144,zb006
wa_ht_1505_20180101,273.3290318,1.0,9.144,zb006
wa_ht_1505_20180201,273.3294417,1.0,9.144,zb006
wa_ht_1505_20180301,273.5038712,1.0,9.144,zb006
wa_ht_1505_20180401,273.5604903,1.0,9.144,zb006
wa_ht_1505_20180501,273.4446796,1.0,9.144,zb006
wa_ht_1505_20180601,273.0350911,1.0,9.144,zb006
wa_ht_1505_20180701,272.374474,1.0,9.144,zb006
wa_ht_1505_20180801,271.8525428,1.0,9.144,zb006
wa_ht_1505_20180901,271.9722158,1.0,9.144,zb006
wa_ht_1505_20181001,272.7617014,1.0,9.144,zb006
wa_ht_1505_20181101,273.5180315,1.0,9.144,zb006
wa_ht_1505_20181201,273.9522249,1.0,9.144,zb006
wa_ht_1505_20190101,274.3729764,1.0,9.144,zb006
wa_ht_1505_20190201,274.8126807,1.0,9.144,zb006
wa_ht_1505_20190301,275.1492549,1.0,9.144,zb006
wa_ht_1505_20190401,275.1419578,1.0,9.144,zb006
wa_ht_1505_20190501,275.1942658,1.0,9.144,zb006
wa_ht_1505_20190601,275.4121044,1.0,9.144,zb006
wa_ht_1505_20190701,275.2923333,1.0,9.144,zb006
wa_ht_1505_20190801,274.6144753,1.0,9.144,zb006
wa_ht_1505_20190901,274.0337464,1.0,9.144,zb006
wa_ht_1505_20191001,273.9574639,1.0,9.144,zb006
wa_ht_1505_20191101,274.359608,1.0,9.144,zb006
wa_ht_1505_20191201,274.6998162,1.0,9.144,zb006
wa_ht_1505_20200101,274.7591194,0.0,9.144,valid
wa_ht_1505_20200201,274.8052376,0.0,9.144,valid
wa_ht_1505_20200301,274.9571484,0.0,9.144,valid
wa_ht_1505_20200401,274.9504067,0.0,9.144,valid
wa_ht_1505_20200501,274.6871256,0.0,9.144,valid
wa_ht_1505_20200601,274.3694301,0.0,9.144,valid
wa_ht_1505_20200701,273.9646191,0.0,9.144,valid
wa_ht_1505_20200801,273.6970639,0.0,9.144,valid
wa_ht_1505_20200901,273.7282804,0.0,9.144,valid
wa_ht_1505_20201001,273.7232139,0.0,9.144,valid
wa_ht_1505_20201101,273.6341956,0.0,9.144,valid
wa_ht_1505_20201201,273.735611,0.0,9.144,valid
wa_ht_1505_20210101,273.8442105,0.0,9.144,valid
wa_ht_1505_20210201,273.735611,0.0,9.144,valid
wa_ht_1505_20210301,273.7591132,0.0,9.144,valid
wa_ht_1505_20210401,273.5820195,0.0,9.144,valid
wa_ht_1505_20210501,273.480597,0.0,9.144,valid
wa_ht_1505_20210601,273.4734594,0.0,9.144,valid
wa_ht_1505_20210701,273.2648356,0.0,9.144,valid
wa_ht_1505_20210801,277.861727,0.0,9.144,valid
wa_ht_1505_20210901,277.7567639,0.0,9.144,valid
wa_ht_1505_20211001,277.7074031,0.0,9.144,valid
wa_ht_1505_20211101,277.6656399,0.0,9.144,valid
wa_ht_1505_20211201,277.6308469,0.0,9.144,valid
wa_ht_0233_20150101,280.8957259,0.0,9.144,burnin
wa_ht_0233_20150201,280.7108594,0.0,9.144,burnin
wa_ht_0233_20150301,280.77129,0.0,9.144,burnin
wa_ht_0233_20150401,280.965488,0.0,9.144,burnin
wa_ht_0233_20150501,281.9391597,0.0,9.144,burnin
wa_ht_0233_20150601,283.1292969,0.0,9.144,burnin
wa_ht_0233_20150701,281.9770612,0.0,9.144,burnin
wa_ht_0233_20150801,281.2106072,0.0,9.144,burnin
wa_ht_0233_20150901,281.2292846,0.0,9.144,burnin
wa_ht_0233_20151001,281.1593285,0.0,9.144,burnin
wa_ht_0233_20151101,282.1823168,0.0,9.144,burnin
wa_ht_0233_20151201,281.8275093,0.0,9.144,burnin
wa_ht_0233_20160101,281.5788817,0.0,9.144,burnin
wa_ht_0233_20160201,281.05527,0.0,9.144,burnin
wa_ht_0233_20160301,281.262667,0.0,9.144,burnin
wa_ht_0233_20160401,281.8994919,0.0,9.144,burnin
wa_ht_0233_20160501,282.4733383,0.0,9.144,burnin
wa_ht_0233_20160601,282.7594506,0.0,9.144,burnin
wa_ht_0233_20160701,281.6739037,1.0,9.144,zb006
wa_ht_0233_20160801,281.8741959,1.0,9.144,zb006
wa_ht_0233_20160901,281.7336867,1.0,9.144,zb006
wa_ht_0233_20161001,281.5015463,1.0,9.144,zb006
wa_ht_0233_20161101,281.1939627,1.0,9.144,zb006
wa_ht_0233_20161201,277.6975468,0.0,9.144,oobs
wa_ht_0233_20170101,282.3162595,1.0,9.144,zb006
wa_ht_0233_20170201,282.070197,1.0,9.144,zb006
wa_ht_0233_20170301,281.9489765,1.0,9.144,zb006
wa_ht_0233_20170401,281.6752933,1.0,9.144,zb006
wa_ht_0233_20170501,281.494705,1.0,9.144,zb006
wa_ht_0233_20170601,281.3596642,1.0,9.144,zb006
wa_ht_0233_20170701,281.2800433,1.0,9.144,zb006
wa_ht_0233_20170801,281.1678551,1.0,9.144,zb006
wa_ht_0233_20170901,281.0846565,1.0,9.144,zb006
wa_ht_0233_20171001,281.033974,1.0,9.144,zb006
wa_ht_0233_20171101,281.0239855,1.0,9.144,zb006
wa_ht_0233_20171201,281.0203586,1.0,9.144,zb006
wa_ht_0233_20180101,280.9426073,1.0,9.144,zb006
wa_ht_0233_20180201,280.8216055,1.0,9.144,zb006
wa_ht_0233_20180301,280.8760626,1.0,9.144,zb006
wa_ht_0233_20180401,280.8492636,1.0,9.144,zb006
wa_ht_0233_20180501,281.011762,1.0,9.144,zb006
wa_ht_0233_20180601,280.942331,1.0,9.144,zb006
wa_ht_0233_20180701,281.0239581,1.0,9.144,zb006
wa_ht_0233_20180801,280.9751125,1.0,9.144,zb006
wa_ht_0233_20180901,281.2180828,1.0,9.144,zb006
wa_ht_0233_20181001,281.5012679,1.0,9.144,zb006
wa_ht_0233_20181101,281.331661,1.0,9.144,zb006
wa_ht_0233_20181201,281.5953516,1.0,9.144,zb006
wa_ht_0233_20190101,282.4823058,1.0,9.144,zb006
wa_ht_0233_20190201,281.6542038,1.0,9.144,zb006
wa_ht_0233_20190301,281.2736491,1.0,9.144,zb006
wa_ht_0233_20190401,281.1678682,1.0,9.144,zb006
wa_ht_0233_20190501,282.3022073,1.0,9.144,zb006
wa_ht_0233_20190601,281.4977085,1.0,9.144,zb006
wa_ht_0233_20190701,281.2156997,1.0,9.144,zb006
wa_ht_0233_20190801,281.0289276,1.0,9.144,zb006
wa_ht_0233_20190901,281.0087381,1.0,9.144,zb006
wa_ht_0233_20191001,281.0336445,1.0,9.144,zb006
wa_ht_0233_20191101,281.1058106,1.0,9.144,zb006
wa_ht_0233_20191201,281.0860536,1.0,9.144,zb006
wa_ht_0233_20200101,281.0349828,0.0,9.144,valid
wa_ht_0233_20200201,280.9574027,0.0,9.144,valid
wa_ht_0233_20200301,280.4093799,0.0,9.144,valid
wa_ht_0233_20200401,280.7652385,0.0,9.144,valid
wa_ht_0233_20200501,281.1919334,0.0,9.144,valid
wa_ht_0233_20200601,281.9017074,0.0,9.144,valid
wa_ht_0233_20200701,281.6261065,0.0,9.144,valid
wa_ht_0233_20200801,281.0285244,0.0,9.144,valid
wa_ht_0233_20200901,281.0947359,0.0,9.144,valid
wa_ht_0233_20201001,281.010503,0.0,9.144,valid
wa_ht_0233_20201101,281.0081856,0.0,9.144,valid
wa_ht_0233_20201201,280.9934273,0.0,9.144,valid
wa_ht_0233_20210101,280.9486181,0.0,9.144,valid
wa_ht_0233_20210201,280.9333238,0.0,9.144,valid
wa_ht_0233_20210301,280.6106799,0.0,9.144,valid
wa_ht_0233_20210401,280.9082115,0.0,9.144,valid
wa_ht_0233_20210501,281.0132095,0.0,9.144,valid
wa_ht_0233_20210601,281.1203226,0.0,9.144,valid
wa_ht_0233_20210701,281.0657775,0.0,9.144,valid
wa_ht_0233_20210801,272.6486716,0.0,9.144,valid
wa_ht_0233_20210901,272.5986297,0.0,9.144,valid
wa_ht_0233_20211001,272.5190807,0.0,9.144,valid
wa_ht_0233_20211101,272.5864994,0.0,9.144,valid
wa_ht_0233_20211201,272.6031219,0.0,9.144,valid
wp_ht_2356_20150112,228.6396182,0.0,9.144,burnin
wp_ht_2356_20150219,230.8646544,0.0,9.144,burnin
wp_ht_2356_20150316,232.5105818,0.0,9.144,burnin
wp_ht_2356_20150408,234.0955454,0.0,9.144,burnin
wp_ht_2356_20150514,234.5222543,0.0,9.144,burnin
wp_ht_2356_20150610,240.8925815,0.0,9.144,burnin
wp_ht_2356_20150708,234.1869817,0.0,9.144,burnin
wp_ht_2356_20150814,233.7602543,0.0,9.144,burnin
wp_ht_2356_20150910,233.821218,0.0,9.144,burnin
wp_ht_2356_20151015,233.9431454,0.0,9.144,burnin
wp_ht_2356_20151116,234.8270543,0.0,9.144,burnin
wp_ht_2356_20151210,236.6253816,0.0,9.144,burnin
wp_ht_2356_20160108,239.7952904,0.0,9.144,burnin
wp_ht_2356_20160209,240.3744178,0.0,9.144,burnin
wp_ht_2356_20160316,240.8316178,0.0,9.144,burnin
wp_ht_2356_20160412,241.227854,0.0,9.144,burnin
wp_ht_2356_20160511,243.7272177,0.0,9.144,burnin
wp_ht_2356_20160622,250.1889812,0.0,9.144,burnin
wp_ht_2356_20160713,247.1104901,0.5,9.144,zb003
wp_ht_2356_20160815,243.5748177,0.5,9.144,zb003
wp_ht_2356_20160914,245.6779451,0.5,9.144,zb003
wp_ht_2356_20161011,244.5806539,0.5,9.144,zb003
wp_ht_2356_20161115,243.2395451,0.5,9.144,zb003
wp_ht_2356_20161213,242.0203452,0.5,9.144,zb003
wp_ht_2356_20170110,240.1915452,0.5,9.144,zb003
wp_ht_2356_20170214,242.8432903,0.5,9.144,zb003
wp_ht_2356_20170316,246.0436902,0.5,9.144,zb003
wp_ht_2356_20170414,245.7388902,0.5,9.144,zb003
wp_ht_2356_20170516,243.3309814,0.5,9.144,zb003
wp_ht_2356_20170613,242.142254,0.5,9.144,zb003
wp_ht_2356_20170718,240.1915452,0.5,9.144,zb003
wp_ht_2356_20170809,237.8750542,0.5,9.144,zb003
wp_ht_2356_20170913,236.7168179,0.5,9.144,zb003
wp_ht_2356_20171012,236.5339454,0.5,9.144,zb003
wp_ht_2356_20171109,236.3205816,0.5,9.144,zb003
wp_ht_2356_20171214,236.4424905,0.5,9.144,zb003
wp_ht_2356_20180109,236.6863454,0.5,9.144,zb003
wp_ht_2356_20180213,236.5644179,0.5,9.144,zb003
wp_ht_2356_20180316,236.8387454,0.5,9.144,zb003
wp_ht_2356_20180420,235.6683052,0.5,9.144,zb003
wp_ht_2356_20180510,235.4579925,0.5,9.144,zb003
wp_ht_2356_20180613,231.1694544,0.5,9.144,zb003
wp_ht_2356_20180712,232.4374327,0.5,9.144,zb003
wp_ht_2356_20180810,230.2520034,0.5,9.144,zb003
wp_ht_2356_20180913,228.5085564,0.5,9.144,zb003
wp_ht_2356_20181011,230.1057054,0.5,9.144,zb003
wp_ht_2356_20181109,233.0836072,0.5,9.144,zb003
wp_ht_2356_20181213,235.3086434,0.5,9.144,zb003
wp_ht_2356_20190110,240.5908325,0.5,9.144,zb003
wp_ht_2356_20190214,240.8255158,0.5,9.144,zb003
wp_ht_2356_20190314,240.932207,0.5,9.144,zb003
wp_ht_2356_20190411,240.5542394,0.5,9.144,zb003
wp_ht_2356_20190509,241.7399158,0.5,9.144,zb003
wp_ht_2356_20190613,241.8252687,0.5,9.144,zb003
wp_ht_2356_20190711,240.6914031,0.5,9.144,zb003
