obsnme,obsval,weight,standard_deviation,obgnme
wo_bp_0013_20201101,361.3685,0.0,9.144,oobs
wo_bp_0013_20201201,361.3149393,0.0,9.144,oobs
wo_bp_0013_20210101,361.2606326,0.0,9.144,oobs
wo_bp_0013_20210201,361.2044464,0.0,9.144,oobs
wo_bp_0013_20210301,361.1478437,0.0,9.144,oobs
wo_bp_0013_20210401,361.0908094,0.0,9.144,oobs
wo_bp_0013_20210501,361.0314275,0.0,9.144,oobs
wo_bp_0013_20210601,360.9702878,0.0,9.144,oobs
wo_bp_0013_20210701,360.9081817,0.0,9.144,oobs
wo_bp_0013_20210801,360.8465847,0.0,9.144,oobs
wo_bp_0013_20210901,360.7865459,0.0,9.144,oobs
wo_bp_0013_20211001,360.7271889,0.0,9.144,oobs
wo_bp_0013_20211101,360.6683536,0.0,9.144,oobs
wo_bp_0013_20211201,360.6100174,0.0,9.144,oobs
wo_bp_0014_20150101,343.8188264,0.0,9.144,oobs
wo_bp_0014_20150201,343.8105667,0.0,9.144,oobs
wo_bp_0014_20150301,343.8012803,0.0,9.144,oobs
wo_bp_0014_20150401,343.7975236,0.0,9.144,oobs
wo_bp_0014_20150501,343.795621,0.0,9.144,oobs
wo_bp_0014_20150601,343.7947198,0.0,9.144,oobs
wo_bp_0014_20150701,343.7946621,0.0,9.144,oobs
wo_bp_0014_20150801,343.7955887,0.0,9.144,oobs
wo_bp_0014_20150901,343.7976028,0.0,9.144,oobs
wo_bp_0014_20151001,343.8007485,0.0,9.144,oobs
wo_bp_0014_20151101,343.8049548,0.0,9.144,oobs
wo_bp_0014_20151201,343.8101867,0.0,9.144,oobs
wo_bp_0014_20160101,343.8166185,0.0,9.144,oobs
wo_bp_0014_20160201,343.8240162,0.0,9.144,oobs
wo_bp_0014_20160301,343.8326243,0.0,9.144,oobs
wo_bp_0014_20160401,343.8425284,0.0,9.144,oobs
wo_bp_0014_20160501,343.8535034,0.0,9.144,oobs
wo_bp_0014_20160601,343.8654769,0.0,9.144,oobs
wo_bp_0014_20160701,343.878488,0.0,9.144,oobs
wo_bp_0014_20160801,343.8928177,0.0,9.144,oobs
wo_bp_0014_20160901,343.9079598,0.0,9.144,oobs
wo_bp_0014_20161001,343.9240257,0.0,9.144,oobs
wo_bp_0014_20161101,343.9408662,0.0,9.144,oobs
wo_bp_0014_20161201,343.9583615,0.0,9.144,oobs
wo_bp_0014_20170101,343.9767202,0.0,9.144,oobs
wo_bp_0014_20170201,343.9946867,0.0,9.144,oobs
wo_bp_0014_20170301,344.0131223,0.0,9.144,oobs
wo_bp_0014_20170401,344.0326551,0.0,9.144,oobs
wo_bp_0014_20170501,344.0526654,0.0,9.144,oobs
wo_bp_0014_20170601,344.0731291,0.0,9.144,oobs
wo_bp_0014_20170701,344.094004,0.0,9.144,oobs
wo_bp_0014_20170801,344.1155627,0.0,9.144,oobs
wo_bp_0014_20170901,344.1370187,0.0,9.144,oobs
wo_bp_0014_20171001,344.1586353,0.0,9.144,oobs
wo_bp_0014_20171101,344.1803445,0.0,9.144,oobs
wo_bp_0014_20171201,344.202093,0.0,9.144,oobs
wo_bp_0014_20180101,344.2241864,0.0,9.144,oobs
wo_bp_0014_20180201,344.245155,0.0,9.144,oobs
wo_bp_0014_20180301,344.2660248,0.0,9.144,oobs
wo_bp_0014_20180401,344.2874588,0.0,9.144,oobs
wo_bp_0014_20180501,344.3086995,0.0,9.144,oobs
wo_bp_0014_20180601,344.329707,0.0,9.144,oobs
wo_bp_0014_20180701,344.3504351,0.0,9.144,oobs
wo_bp_0014_20180801,344.3711806,0.0,9.144,oobs
wo_bp_0014_20180901,344.3912367,0.0,9.144,oobs
wo_bp_0014_20181001,344.4109259,0.0,9.144,oobs
wo_bp_0014_20181101,344.4303321,0.0,9.144,oobs
wo_bp_0014_20181201,344.4496012,0.0,9.144,oobs
wo_bp_0014_20190101,344.4691778,0.0,9.144,oobs
wo_bp_0014_20190201,344.4878789,0.0,9.144,oobs
wo_bp_0014_20190301,344.5066895,0.0,9.144,oobs
wo_bp_0014_20190401,344.5262145,0.0,9.144,oobs
wo_bp_0014_20190501,344.5457205,0.0,9.144,oobs
wo_bp_0014_20190601,344.5651207,0.0,9.144,oobs
wo_bp_0014_20190701,344.5843995,0.0,9.144,oobs
wo_bp_0014_20190801,344.603872,0.0,9.144,oobs
wo_bp_0014_20190901,344.6228929,0.0,9.144,oobs
wo_bp_0014_20191001,344.6417253,0.0,9.144,oobs
wo_bp_0014_20191101,344.6603015,0.0,9.144,oobs
wo_bp_0014_20191201,344.6785595,0.0,9.144,oobs
wo_bp_0014_20200101,344.6967547,0.0,9.144,oobs
wo_bp_0014_20200201,344.7139944,0.0,9.144,oobs
wo_bp_0014_20200301,344.7308541,0.0,9.144,oobs
wo_bp_0014_20200401,344.7476053,0.0,9.144,oobs
wo_bp_0014_20200501,344.7639522,0.0,9.144,oobs
wo_bp_0014_20200601,344.7798992,0.0,9.144,oobs
wo_bp_0014_20200701,344.7954944,0.0,9.144,oobs
wo_bp_0014_20200801,344.8110493,0.0,9.144,oobs
wo_bp_0014_20200901,344.8260655,0.0,9.144,oobs
wo_bp_0014_20201001,344.8407774,0.0,9.144,oobs
wo_bp_0014_20201101,344.855161,0.0,9.144,oobs
wo_bp_0014_20201201,344.8691787,0.0,9.144,oobs
wo_bp_0014_20210101,344.8830293,0.0,9.144,oobs
wo_bp_0014_20210201,344.8958238,0.0,9.144,oobs
wo_bp_0014_20210301,344.9082206,0.0,9.144,oobs
wo_bp_0014_20210401,344.9206255,0.0,9.144,oobs
wo_bp_0014_20210501,344.9325955,0.0,9.144,oobs
wo_bp_0014_20210601,344.9441321,0.0,9.144,oobs
wo_bp_0014_20210701,344.9552465,0.0,9.144,oobs
wo_bp_0014_20210801,344.9661466,0.0,9.144,oobs
wo_bp_0014_20210901,344.976503,0.0,9.144,oobs
wo_bp_0014_20211001,344.9864972,0.0,9.144,oobs
wo_bp_0014_20211101,344.9961284,0.0,9.144,oobs
wo_bp_0014_20211201,345.0053966,0.0,9.144,oobs
wp_bp_0018_20150113,376.5499154,0.0,9.144,burnin
wp_bp_0018_20150218,378.1958428,0.0,9.144,burnin
wp_bp_0018_20150318,380.0246427,0.0,9.144,burnin
wp_bp_0018_20150415,380.9999878,0.0,9.144,burnin
wp_bp_0018_20150524,384.3832603,0.0,9.144,burnin
wp_bp_0018_20150610,386.034285,0.0,9.144,burnin
wp_bp_0018_20150712,385.3129151,0.0,9.144,burnin
wp_bp_0018_20150819,381.8229329,0.0,9.144,burnin
wp_bp_0018_20150915,380.5123153,0.0,9.144,burnin
wp_bp_0018_20151014,379.9118682,0.0,9.144,burnin
wp_bp_0018_20151118,384.6575877,0.0,9.144,burnin
wp_bp_0018_20151215,387.6446425,0.0,9.144,burnin
wp_bp_0018_20160118,389.4429327,0.0,9.144,burnin
wp_bp_0018_20160216,390.0586346,0.0,9.144,burnin
wp_bp_0018_20160323,390.3573326,0.0,9.144,burnin
wp_bp_0018_20160422,390.0220601,0.0,9.144,burnin
wp_bp_0018_20160517,391.54606,0.0,9.144,burnin
wp_bp_0018_20160614,392.4909326,0.0,9.144,burnin
wp_bp_0018_20160721,387.8884601,0.5,9.144,zb007
wp_bp_0018_20160817,386.6387876,0.5,9.144,zb007
wp_bp_0018_20160912,387.7055876,0.5,9.144,zb007
wp_bp_0018_20161026,384.9014426,0.5,9.144,zb007
wp_bp_0018_20161123,386.0596602,0.5,9.144,zb007
wp_bp_0018_20161222,389.2295875,0.5,9.144,zb007
wp_bp_0018_20170110,389.656315,0.5,9.144,zb007
wp_bp_0018_20170208,389.5343875,0.5,9.144,zb007
wp_bp_0018_20170317,390.5402424,0.5,9.144,zb007
wp_bp_0018_20170419,389.2905327,0.5,9.144,zb007
wp_bp_0018_20170512,388.2542425,0.5,9.144,zb007
wp_bp_0018_20170613,388.0103876,0.5,9.144,zb007
wp_bp_0018_20170711,385.5719877,0.5,9.144,zb007
wp_bp_0018_20170816,382.7373329,0.5,9.144,zb007
wp_bp_0018_20170915,382.9507152,0.5,9.144,zb007
wp_bp_0018_20171017,383.8041328,0.5,9.144,zb007
wp_bp_0018_20171114,383.4383877,0.5,9.144,zb007
wp_bp_0018_20171218,382.8897329,0.5,9.144,zb007
wp_bp_0018_20180112,384.3527877,0.5,9.144,zb007
wp_bp_0018_20180216,385.5110425,0.5,9.144,zb007
wp_bp_0018_20180313,385.1452602,0.5,9.144,zb007
wp_bp_0018_20180418,381.9753329,0.5,9.144,zb007
wp_bp_0018_20180515,380.6647153,0.5,9.144,zb007
wp_bp_0018_20190618,376.9766428,0.5,9.144,zb007
wp_bp_0018_20180720,374.2334429,0.5,9.144,zb007
wp_bp_0018_20180820,371.6121332,0.5,9.144,zb007
wp_bp_0018_20180915,369.5395156,0.5,9.144,zb007
wp_bp_0018_20181014,377.2722899,0.5,9.144,zb007
wp_bp_0018_20181109,380.3599153,0.5,9.144,zb007
wp_bp_0018_20181221,383.2250426,0.5,9.144,zb007
wp_bp_0018_20190220,388.4980601,0.5,9.144,zb007
wp_bp_0018_20190319,389.4429327,0.5,9.144,zb007
wp_bp_0018_20190409,387.9494425,0.5,9.144,zb007
wp_bp_0018_20190506,389.961115,0.5,9.144,zb007
wp_bp_0018_20190606,389.9306424,0.5,9.144,zb007
wp_bp_0018_20190711,390.5097326,0.5,9.144,zb007
wp_bp_0018_20190808,385.7548602,0.5,9.144,zb007
wp_bp_0018_20190911,384.0784603,0.5,9.144,zb007
wp_bp_0018_20191015,383.6212603,0.5,9.144,zb007
wp_bp_0018_20191119,384.1699151,0.5,9.144,zb007
wp_bp_0018_20191218,385.5719877,0.5,9.144,zb007
wp_bp_0018_20200114,386.1206425,0.0,9.144,valid
wp_bp_0018_20200219,386.9740602,0.0,9.144,valid
wp_bp_0018_20200317,387.2788602,0.0,9.144,valid
wp_bp_0018_20200429,386.1815876,0.0,9.144,valid
wp_bp_0018_20200520,384.4137328,0.0,9.144,valid
wp_bp_0018_20200622,384.6271151,0.0,9.144,valid
wp_bp_0018_20200709,383.8651152,0.0,9.144,valid
wp_bp_0018_20200811,381.9143878,0.0,9.144,valid
wp_bp_0018_20200924,381.7010427,0.0,9.144,valid
wp_bp_0018_20201026,382.0667878,0.0,9.144,valid
wp_bp_0018_20201124,381.0609329,0.0,9.144,valid
wp_bp_0018_20210118,383.4993328,0.0,9.144,valid
wp_bp_0018_20210225,383.7431877,0.0,9.144,valid
wp_bp_0018_20210324,383.0116603,0.0,9.144,valid
wp_bp_0018_20210427,380.8780604,0.0,9.144,valid
wp_bp_0018_20210527,381.9143878,0.0,9.144,valid
wp_bp_0018_20210611,383.3469329,0.0,9.144,valid
wp_bp_0018_20210727,383.2555152,0.0,9.144,valid
wp_bp_0018_20210811,383.1335877,0.0,9.144,valid
wo_bp_0018_20150101,397.5457886,0.0,9.144,oobs
wo_bp_0018_20150201,397.6782749,0.0,9.144,oobs
wo_bp_0018_20150301,397.577383,0.0,9.144,oobs
wo_bp_0018_20150401,397.4323448,0.0,9.144,oobs
wo_bp_0018_20150501,397.8322703,0.0,9.144,oobs
wo_bp_0018_20150601,398.5098743,0.0,9.144,oobs
wo_bp_0018_20150701,398.6833241,0.0,9.144,oobs
wo_bp_0018_20150801,398.0740435,0.0,9.144,oobs
wo_bp_0018_20150901,397.3810787,0.0,9.144,oobs
wo_bp_0018_20151001,396.9457482,0.0,9.144,oobs
wo_bp_0018_20151101,398.0070518,0.0,9.144,oobs
wo_bp_0018_20151201,398.5874604,0.0,9.144,oobs
wo_bp_0018_20160101,398.6736376,0.0,9.144,oobs
wo_bp_0018_20160201,398.1332071,0.0,9.144,oobs
wo_bp_0018_20160301,398.0181808,0.0,9.144,oobs
wo_bp_0018_20160401,398.3356305,0.0,9.144,oobs
wo_bp_0018_20160501,398.6881263,0.0,9.144,oobs
wo_bp_0018_20160601,398.8795164,0.0,9.144,oobs
wo_bp_0018_20160701,398.4997191,0.0,9.144,oobs
wo_bp_0018_20160801,397.8497354,0.0,9.144,oobs
wo_bp_0018_20160901,397.6913472,0.0,9.144,oobs
wo_bp_0018_20161001,397.4660042,0.0,9.144,oobs
wo_bp_0018_20161101,397.3665212,0.0,9.144,oobs
wo_bp_0018_20161201,397.9169745,0.0,9.144,oobs
wo_bp_0018_20170101,397.8555897,0.0,9.144,oobs
wo_bp_0018_20170201,397.7293364,0.0,9.144,oobs
wo_bp_0018_20170301,397.7642283,0.0,9.144,oobs
wo_bp_0018_20170401,397.4903559,0.0,9.144,oobs
wo_bp_0018_20170501,397.1045233,0.0,9.144,oobs
wo_bp_0018_20170601,396.6997321,0.0,9.144,oobs
wo_bp_0018_20170701,396.3713347,0.0,9.144,oobs
wo_bp_0018_20170801,396.0831079,0.0,9.144,oobs
wo_bp_0018_20170901,395.880809,0.0,9.144,oobs
wo_bp_0018_20171001,395.926171,0.0,9.144,oobs
wo_bp_0018_20171101,395.7060642,0.0,9.144,oobs
wo_bp_0018_20171201,395.4723251,0.0,9.144,oobs
wo_bp_0018_20180101,395.3567002,0.0,9.144,oobs
wo_bp_0018_20180201,395.1282822,0.0,9.144,oobs
wo_bp_0018_20180301,394.9237675,0.0,9.144,oobs
wo_bp_0018_20180401,394.730506,0.0,9.144,oobs
wo_bp_0018_20180501,394.5505601,0.0,9.144,oobs
wo_bp_0018_20180601,394.3803452,0.0,9.144,oobs
wo_bp_0018_20180701,394.2178668,0.0,9.144,oobs
wo_bp_0018_20180801,394.0589713,0.0,9.144,oobs
wo_bp_0018_20180901,394.599434,0.0,9.144,oobs
wo_bp_0018_20181001,396.6058624,0.0,9.144,oobs
wo_bp_0018_20181101,397.5904231,0.0,9.144,oobs
wo_bp_0018_20181201,397.6245097,0.0,9.144,oobs
wo_bp_0018_20190101,398.081082,0.0,9.144,oobs
wo_bp_0018_20190201,398.1121956,0.0,9.144,oobs
wo_bp_0018_20190301,397.5031013,0.0,9.144,oobs
wo_bp_0018_20190401,396.9298801,0.0,9.144,oobs
wo_bp_0018_20190501,397.6553939,0.0,9.144,oobs
wo_bp_0018_20190601,398.1390748,0.0,9.144,oobs
wo_bp_0018_20190701,397.7092347,0.0,9.144,oobs
wo_bp_0018_20190801,396.9470272,0.0,9.144,oobs
wo_bp_0018_20190901,396.3807951,0.0,9.144,oobs
wo_bp_0018_20191001,395.942834,0.0,9.144,oobs
wo_bp_0018_20191101,395.5791815,0.0,9.144,oobs
wo_bp_0018_20191201,395.2657519,0.0,9.144,oobs
wo_bp_0018_20200101,394.9831143,0.0,9.144,oobs
wo_bp_0018_20200201,394.873545,0.0,9.144,oobs
wo_bp_0018_20200301,395.2738303,0.0,9.144,oobs
wo_bp_0018_20200401,395.8009175,0.0,9.144,oobs
wo_bp_0018_20200501,395.9972464,0.0,9.144,oobs
wo_bp_0018_20200601,397.326119,0.0,9.144,oobs
wo_bp_0018_20200701,397.0201285,0.0,9.144,oobs
wo_bp_0018_20200801,396.1723187,0.0,9.144,oobs
wo_bp_0018_20200901,395.9041879,0.0,9.144,oobs
wo_bp_0018_20201001,395.9218389,0.0,9.144,oobs
wo_bp_0018_20201101,395.3750147,0.0,9.144,oobs
wo_bp_0018_20201201,394.9492501,0.0,9.144,oobs
wo_bp_0018_20210101,394.5928378,0.0,9.144,oobs
wo_bp_0018_20210201,394.303964,0.0,9.144,oobs
wo_bp_0018_20210301,394.0618473,0.0,9.144,oobs
wo_bp_0018_20210401,393.8139034,0.0,9.144,oobs
wo_bp_0018_20210501,393.7806226,0.0,9.144,oobs
wo_bp_0018_20210601,395.5356978,0.0,9.144,oobs
wo_bp_0018_20210701,396.8330694,0.0,9.144,oobs
wo_bp_0018_20210801,396.7472555,0.0,9.144,oobs
wo_bp_0018_20210901,395.8727982,0.0,9.144,oobs
wo_bp_0018_20211001,395.1958601,0.0,9.144,oobs
wo_bp_0018_20211101,395.0722685,0.0,9.144,oobs
wo_bp_0018_20211201,394.7626308,0.0,9.144,oobs
wp_bp_0019_20160515,393.2696757,0.0,9.144,burnin
wp_bp_0019_20160615,395.3013284,0.0,9.144,burnin
wp_bp_0019_20160715,393.1822764,0.5,9.144,zb007
wp_bp_0019_20160815,389.3681837,0.5,9.144,zb007
wp_bp_0019_20160915,389.9620451,0.5,9.144,zb007
wp_bp_0019_20161015,390.3847542,0.5,9.144,zb007
wp_bp_0019_20161115,389.7437515,0.5,9.144,zb007
wp_bp_0019_20161215,390.4176824,0.5,9.144,zb007
wp_bp_0019_20170115,391.2909314,0.5,9.144,zb007
wp_bp_0019_20170215,391.4844824,0.5,9.144,zb007
wp_bp_0019_20170315,391.8938341,0.5,9.144,zb007
wp_bp_0019_20170415,392.10264,0.5,9.144,zb007
wp_bp_0019_20170515,391.6850655,0.5,9.144,zb007
wp_bp_0019_20170615,390.8270342,0.5,9.144,zb007
wp_bp_0019_20170715,387.5358119,0.5,9.144,zb007
wp_bp_0019_20170815,385.5799128,0.5,9.144,zb007
wp_bp_0019_20170915,386.7789837,0.5,9.144,zb007
wp_bp_0019_20171017,386.6235327,0.5,9.144,zb007
wp_bp_0019_20171114,386.5473327,0.5,9.144,zb007
wp_bp_0019_20171218,385.9682425,0.5,9.144,zb007
wp_bp_0019_20180112,386.2425328,0.5,9.144,zb007
wp_bp_0019_20180216,385.9987151,0.5,9.144,zb007
wp_bp_0019_20180313,386.0596602,0.5,9.144,zb007
wp_bp_0019_20180418,385.3281328,0.5,9.144,zb007
wp_bp_0019_20180515,384.2918426,0.5,9.144,zb007
wp_bp_0019_20180618,380.4513329,0.5,9.144,zb007
wp_bp_0019_20180720,377.860533,0.5,9.144,zb007
wp_bp_0019_20180820,375.1783154,0.5,9.144,zb007
wp_bp_0019_20180905,373.6238429,0.5,9.144,zb007
wp_bp_0019_20181014,378.1043879,0.5,9.144,zb007
wp_bp_0019_20181109,381.2529584,0.5,9.144,zb007
wp_bp_0019_20181221,384.5356603,0.5,9.144,zb007
wp_bp_0019_20190220,389.9306424,0.5,9.144,zb007
wp_bp_0019_20190319,390.265915,0.5,9.144,zb007
wp_bp_0019_20190409,390.2049326,0.5,9.144,zb007
wp_bp_0019_20190506,389.7446817,0.5,9.144,zb007
wp_bp_0019_20190606,392.4970345,0.5,9.144,zb007
wp_bp_0019_20190711,391.08886,0.5,9.144,zb007
wp_bp_0019_20190808,387.9463915,0.5,9.144,zb007
wp_bp_0019_20190911,385.6481877,0.5,9.144,zb007
wp_bp_0019_20191015,385.1909877,0.5,9.144,zb007
wp_bp_0019_20191120,385.8097406,0.5,9.144,zb007
wp_bp_0019_20191218,385.8767877,0.5,9.144,zb007
wp_bp_0019_20200114,386.6692602,0.0,9.144,valid
wp_bp_0019_20200219,387.3398425,0.0,9.144,valid
wp_bp_0019_20200317,386.7607151,0.0,9.144,valid
wp_bp_0019_20200429,387.0502602,0.0,9.144,valid
wp_bp_0019_20200520,385.8767877,0.0,9.144,valid
wp_bp_0019_20200619,387.1721876,0.0,9.144,valid
wp_bp_0019_20200709,386.0352896,0.0,9.144,valid
wp_bp_0019_20200811,381.3657329,0.0,9.144,valid
wp_bp_0019_20200924,383.0177623,0.0,9.144,valid
wp_bp_0019_20201022,381.2133329,0.0,9.144,valid
wp_bp_0019_20201124,381.8839152,0.0,9.144,valid
wp_bp_0019_20210118,383.8041328,0.0,9.144,valid
wp_bp_0019_20210225,383.4383877,0.0,9.144,valid
wp_bp_0019_20210324,383.5603152,0.0,9.144,valid
wp_bp_0019_20210427,382.9202426,0.0,9.144,valid
wp_bp_0019_20210527,383.1335877,0.0,9.144,valid
wp_bp_0019_20210611,383.7584426,0.0,9.144,valid
wp_bp_0019_20210727,382.9202426,0.0,9.144,valid
wp_bp_0019_20210811,382.5026681,0.0,9.144,valid
wo_bp_0019_20150101,391.8112891,0.0,9.144,oobs
wo_bp_0019_20150201,391.4547203,0.0,9.144,oobs
wo_bp_0019_20150301,391.3927512,0.0,9.144,oobs
wo_bp_0019_20150401,391.3524909,0.0,9.144,oobs
wo_bp_0019_20150501,391.4634289,0.0,9.144,oobs
wo_bp_0019_20150601,391.8671587,0.0,9.144,oobs
wo_bp_0019_20150701,392.1509271,0.0,9.144,oobs
wo_bp_0019_20150801,392.011847,0.0,9.144,oobs
wo_bp_0019_20150901,391.6561465,0.0,9.144,oobs
wo_bp_0019_20151001,391.3370839,0.0,9.144,oobs
wo_bp_0019_20151101,391.6863142,0.0,9.144,oobs
wo_bp_0019_20151201,392.1099015,0.0,9.144,oobs
wo_bp_0019_20160101,392.2358782,0.0,9.144,oobs
wo_bp_0019_20160201,392.0775742,0.0,9.144,oobs
wo_bp_0019_20160301,391.9406258,0.0,9.144,oobs
wo_bp_0019_20160401,392.0473674,0.0,9.144,oobs
wo_bp_0019_20160501,392.1783403,0.0,9.144,oobs
wo_bp_0019_20160601,392.323747,0.0,9.144,oobs
wo_bp_0019_20160701,392.2858685,0.0,9.144,oobs
wo_bp_0019_20160801,391.9740343,0.0,9.144,oobs
wo_bp_0019_20160901,391.8646444,0.0,9.144,oobs
wo_bp_0019_20161001,391.7315107,0.0,9.144,oobs
wo_bp_0019_20161101,391.5904094,0.0,9.144,oobs
wo_bp_0019_20161201,391.7784129,0.0,9.144,oobs
wo_bp_0019_20170101,391.7966241,0.0,9.144,oobs
wo_bp_0019_20170201,391.7434972,0.0,9.144,oobs
wo_bp_0019_20170301,391.744914,0.0,9.144,oobs
wo_bp_0019_20170401,391.6365203,0.0,9.144,oobs
wo_bp_0019_20170501,391.4425827,0.0,9.144,oobs
wo_bp_0019_20170601,391.1339738,0.0,9.144,oobs
wo_bp_0019_20170701,390.8558846,0.0,9.144,oobs
wo_bp_0019_20170801,390.6009782,0.0,9.144,oobs
wo_bp_0019_20170901,390.4054446,0.0,9.144,oobs
wo_bp_0019_20171001,390.3668958,0.0,9.144,oobs
wo_bp_0019_20171101,390.2356423,0.0,9.144,oobs
wo_bp_0019_20171201,390.0111752,0.0,9.144,oobs
wo_bp_0019_20180101,389.8687776,0.0,9.144,oobs
wo_bp_0019_20180201,389.6656411,0.0,9.144,oobs
wo_bp_0019_20180301,389.4613779,0.0,9.144,oobs
wo_bp_0019_20180401,389.2630369,0.0,9.144,oobs
wo_bp_0019_20180501,389.0753608,0.0,9.144,oobs
wo_bp_0019_20180601,388.8962596,0.0,9.144,oobs
wo_bp_0019_20180701,388.7234796,0.0,9.144,oobs
wo_bp_0019_20180801,388.552871,0.0,9.144,oobs
wo_bp_0019_20180901,388.6685435,0.0,9.144,oobs
wo_bp_0019_20181001,389.905795,0.0,9.144,oobs
wo_bp_0019_20181101,390.6960856,0.0,9.144,oobs
wo_bp_0019_20181201,390.983057,0.0,9.144,oobs
wo_bp_0019_20190101,391.2108662,0.0,9.144,oobs
wo_bp_0019_20190201,391.3458578,0.0,9.144,oobs
wo_bp_0019_20190301,391.2093097,0.0,9.144,oobs
wo_bp_0019_20190401,390.9134612,0.0,9.144,oobs
wo_bp_0019_20190501,391.1121161,0.0,9.144,oobs
wo_bp_0019_20190601,391.4697554,0.0,9.144,oobs
wo_bp_0019_20190701,391.421382,0.0,9.144,oobs
wo_bp_0019_20190801,391.0660879,0.0,9.144,oobs
wo_bp_0019_20190901,390.6609024,0.0,9.144,oobs
wo_bp_0019_20191001,390.3111893,0.0,9.144,oobs
wo_bp_0019_20191101,390.0011355,0.0,9.144,oobs
wo_bp_0019_20191201,389.7199623,0.0,9.144,oobs
wo_bp_0019_20200101,389.4565454,0.0,9.144,oobs
wo_bp_0019_20200201,389.2730331,0.0,9.144,oobs
wo_bp_0019_20200301,389.4640817,0.0,9.144,oobs
wo_bp_0019_20200401,389.8000701,0.0,9.144,oobs
wo_bp_0019_20200501,389.9564687,0.0,9.144,oobs
wo_bp_0019_20200601,390.569947,0.0,9.144,oobs
wo_bp_0019_20200701,390.7538511,0.0,9.144,oobs
wo_bp_0019_20200801,390.3352853,0.0,9.144,oobs
wo_bp_0019_20200901,390.0266387,0.0,9.144,oobs
wo_bp_0019_20201001,390.0775661,0.0,9.144,oobs
wo_bp_0019_20201101,389.6853646,0.0,9.144,oobs
wo_bp_0019_20201201,389.3018253,0.0,9.144,oobs
wo_bp_0019_20210101,388.9647156,0.0,9.144,oobs
wo_bp_0019_20210201,388.6819886,0.0,9.144,oobs
wo_bp_0019_20210301,388.4368117,0.0,9.144,oobs
wo_bp_0019_20210401,388.189388,0.0,9.144,oobs
wo_bp_0019_20210501,388.0152516,0.0,9.144,oobs
wo_bp_0019_20210601,388.8657671,0.0,9.144,oobs
wo_bp_0019_20210701,389.8489691,0.0,9.144,oobs
wo_bp_0019_20210801,390.153078,0.0,9.144,oobs
wo_bp_0019_20210901,389.7844244,0.0,9.144,oobs
wo_bp_0019_20211001,389.2724338,0.0,9.144,oobs
wo_bp_0019_20211101,389.053583,0.0,9.144,oobs
wo_bp_0019_20211201,388.8841107,0.0,9.144,oobs
wp_bp_0002_20150915,367.8021333,0.0,9.144,burnin
wp_bp_0002_20151014,366.2781334,0.0,9.144,burnin
wp_bp_0002_20160323,374.8735154,0.0,9.144,burnin
wp_bp_0002_20160422,374.3858429,0.0,9.144,burnin
wp_bp_0002_20160517,375.1173331,0.0,9.144,burnin
wp_bp_0002_20160622,379.7807878,0.0,9.144,burnin
wp_bp_0002_20160721,377.8300605,0.5,9.144,zb007
wp_bp_0002_20160817,375.4221331,0.5,9.144,zb007
wp_bp_0002_20161026,370.4843881,0.5,9.144,zb007
wp_bp_0002_20161123,372.8008606,0.5,9.144,zb007
wp_bp_0002_20161222,374.446788,0.5,9.144,zb007
wp_bp_0002_20170110,374.9344606,0.5,9.144,zb007
wp_bp_0002_20170208,374.599188,0.5,9.144,zb007
wp_bp_0002_20170317,374.3553331,0.5,9.144,zb007
wp_bp_0002_20170419,374.3553331,0.5,9.144,zb007
wp_bp_0002_20170512,374.3553331,0.5,9.144,zb007
wp_bp_0002_20170613,373.7457332,0.5,9.144,zb007
wp_bp_0002_20170711,373.1971155,0.5,9.144,zb007
wp_bp_0002_20170828,371.7645332,0.5,9.144,zb007
wp_bp_0002_20170915,372.0083881,0.5,9.144,zb007
wp_bp_0002_20171017,370.2405333,0.5,9.144,zb007
wp_bp_0002_20171114,370.575843,0.5,9.144,zb007
wp_bp_0002_20171220,370.5453333,0.5,9.144,zb007
wp_bp_0002_20180112,371.5207156,0.5,9.144,zb007
wp_bp_0002_20180216,369.8747882,0.5,9.144,zb007
wp_bp_0002_20180313,369.6919156,0.5,9.144,zb007
wp_bp_0002_20180419,368.8994431,0.5,9.144,zb007
wp_bp_0002_20180515,365.7599883,0.5,9.144,zb007
wp_bp_0002_20180619,366.4305334,0.5,9.144,zb007
wp_bp_0002_20180720,365.7599883,0.5,9.144,zb007
wp_bp_0002_20180820,363.9007158,0.5,9.144,zb007
wp_bp_0002_20181014,366.2171883,0.5,9.144,zb007
wp_bp_0002_20181109,366.8267883,0.5,9.144,zb007
wp_bp_0002_20181221,369.3871156,0.5,9.144,zb007
wp_bp_0002_20190221,371.5816607,0.5,9.144,zb007
wp_bp_0002_20190319,372.0083881,0.5,9.144,zb007
wp_bp_0002_20190409,371.9169332,0.5,9.144,zb007
wp_bp_0002_20190506,374.9649331,0.5,9.144,zb007
wp_bp_0002_20190606,373.3799881,0.5,9.144,zb007
wp_bp_0002_20190711,370.3319881,0.5,9.144,zb007
wp_bp_0002_20190814,361.370861,0.5,9.144,zb007
wp_bp_0002_20190911,358.642916,0.5,9.144,zb007
wp_bp_0002_20191015,370.3015156,0.5,9.144,zb007
wp_bp_0002_20191120,370.9111156,0.5,9.144,zb007
wp_bp_0002_20191218,370.6215333,0.5,9.144,zb007
wp_bp_0002_20200114,371.490243,0.0,9.144,valid
wp_bp_0002_20200218,371.033043,0.0,9.144,valid
