    C2D             x              y 
83416      595576.812    3329935.750 
83417      595629.812    3329988.750 
83418      595629.812    3330094.750 
83419      595682.875    3330147.750 
83420      595682.875    3330041.750 
83421      595735.938    3330094.750 
83422      595417.688    3330519.000 
83423      595470.750    3330572.000 
83424      595470.750    3330466.000 
83425      595523.750    3330519.000 
83426      595523.750    3330625.000 
83427      595576.812    3330678.000 
83428      595576.812    3330572.000 
83429      595629.812    3330625.000 
83430      595523.750    3330413.000 
83431      595576.812    3330466.000 
83432      595576.812    3330360.000 
83433      595629.812    3330413.000 
83434      595629.812    3330519.000 
83435      595682.875    3330572.000 
83436      595682.875    3330466.000 
83437      595735.938    3330519.000 
83438      595629.812    3330731.250 
83439      595682.875    3330784.250 
83440      595682.875    3330678.000 
83441      595735.938    3330731.250 
83442      595735.938    3330837.250 
83443      595788.938    3330890.250 
83444      595788.938    3330784.250 
83445      595842.000    3330837.250 
83446      595735.938    3330625.000 
83447      595788.938    3330678.000 
83448      595788.938    3330572.000 
83449      595842.000    3330625.000 
83450      595842.000    3330731.250 
83451      595895.000    3330784.250 
83452      595895.000    3330678.000 
83453      595948.062    3330731.250 
83454      595629.812    3330306.750 
83455      595682.875    3330360.000 
83456      595682.875    3330253.750 
83457      595735.938    3330306.750 
83458      595735.938    3330413.000 
83459      595788.938    3330466.000 
83460      595788.938    3330360.000 
83461      595842.000    3330413.000 
83462      595735.938    3330200.750 
83463      595788.938    3330253.750 
83464      595788.938    3330147.750 
83465      595842.000    3330200.750 
83466      595842.000    3330306.750 
83467      595895.000    3330360.000 
83468      595895.000    3330253.750 
83469      595948.062    3330306.750 
83470      595842.000    3330519.000 
83471      595895.000    3330572.000 
83472      595895.000    3330466.000 
83473      595948.062    3330519.000 
83474      595948.062    3330625.000 
83475      596001.062    3330678.000 
83476      596001.062    3330572.000 
83477      596054.125    3330625.000 
83478      595948.062    3330413.000 
83479      596001.062    3330466.000 
83480      596001.062    3330360.000 
83481      596054.125    3330413.000 
83482      596054.125    3330519.000 
83483      596107.125    3330572.000 
83484      596107.125    3330466.000 
83485      596160.188    3330519.000 
83526      595735.938    3331049.250 
83527      595788.938    3331102.250 
83528      595788.938    3330996.250 
83529      595842.000    3331049.250 
83530      595842.000    3331155.500 
83531      595895.000    3331208.500 
83532      595895.000    3331102.250 
83533      595948.062    3331155.500 
83544      596001.062    3331208.500 
83545      596054.125    3331261.500 
83548      596107.125    3331314.500 
83549      596160.188    3331367.500 
83592      596213.188    3331420.500 
83593      596266.250    3331473.500 
83595      596319.250    3331632.750 
83596      596319.250    3331526.750 
83597      596372.312    3331579.750 
83606      596372.312    3331685.750 
83607      596425.312    3331738.750 
83608      596425.312    3331632.750 
83609      596478.375    3331685.750 
83610      596478.375    3331791.750 
83611      596531.375    3331844.750 
83612      596531.375    3331738.750 
83613      596584.438    3331791.750 
83614      595842.000    3330943.250 
83615      595895.000    3330996.250 
83616      595895.000    3330890.250 
83617      595948.062    3330943.250 
83618      595948.062    3331049.250 
83619      596001.062    3331102.250 
83620      596001.062    3330996.250 
83621      596054.125    3331049.250 
83622      595948.062    3330837.250 
83623      596001.062    3330890.250 
83624      596001.062    3330784.250 
83625      596054.125    3330837.250 
83626      596054.125    3330943.250 
83627      596107.125    3330996.250 
83628      596107.125    3330890.250 
83629      596160.188    3330943.250 
83630      596054.125    3331155.500 
83631      596107.125    3331208.500 
83632      596107.125    3331102.250 
83633      596160.188    3331155.500 
83634      596160.188    3331261.500 
83635      596213.188    3331314.500 
83636      596213.188    3331208.500 
83637      596266.250    3331261.500 
83638      596160.188    3331049.250 
83639      596213.188    3331102.250 
83640      596213.188    3330996.250 
83641      596266.250    3331049.250 
83642      596266.250    3331155.500 
83643      596319.250    3331208.500 
83644      596319.250    3331102.250 
83645      596372.312    3331155.500 
83646      596054.125    3330731.250 
83647      596107.125    3330784.250 
83648      596107.125    3330678.000 
83649      596160.188    3330731.250 
83650      596160.188    3330837.250 
83651      596213.188    3330890.250 
83652      596213.188    3330784.250 
83653      596266.250    3330837.250 
83654      596160.188    3330625.000 
83655      596213.188    3330678.000 
83656      596213.188    3330572.000 
83657      596266.250    3330625.000 
83658      596266.250    3330731.250 
83659      596319.250    3330784.250 
83660      596319.250    3330678.000 
83661      596372.312    3330731.250 
83662      596266.250    3330943.250 
