name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
WA_HT_1393_20190901,222.813,8.55825,195.506,243.977,231.372,214.255,247.493,0.200053,246.9,248.131,247.693,247.293,2.9228
WP_HT_2368_20160713,326.785,9.72436,302.469,356.36,336.51,317.061,284.964,0.092209,284.731,285.257,285.056,284.871,17.2116
WP_HT_2368_20160809,316.267,9.62691,290.721,348.462,325.894,306.64,284.956,0.0942212,284.719,285.256,285.05,284.862,5.46464
WP_HT_2368_20161213,311.378,8.51959,290.949,334.864,319.898,302.859,284.917,0.10329,284.662,285.248,285.02,284.814,5.70149
WP_HT_2368_20170110,312.066,8.81278,292.111,341.142,320.879,303.253,284.908,0.105233,284.65,285.245,285.014,284.803,6.86597
WP_HT_2368_20170516,316.219,9.31219,291.078,342.29,325.532,306.907,284.867,0.113676,284.593,285.231,284.981,284.754,5.84765
WP_HT_2368_20170613,312.238,9.39343,288.42,338.023,321.632,302.845,284.858,0.115489,284.58,285.227,284.973,284.742,3.19299
WP_HT_2368_20190116,327.332,9.03957,301.458,351.03,336.372,318.293,284.639,0.14891,284.254,285.104,284.788,284.49,16.3535
WP_HT_2368_20190318,319.359,8.96248,297.066,340.824,328.321,310.396,284.614,0.151987,284.218,285.087,284.766,284.462,11.9788
WP_HT_2368_20190613,324.463,8.82766,302.696,350.611,333.291,315.635,284.577,0.156243,284.167,285.062,284.733,284.421,17.6346
WP_HT_2368_20190711,320.194,9.59739,294.457,351.667,329.792,310.597,284.565,0.157582,284.15,285.053,284.723,284.407,9.40338
WA_HT_2584_20181201,272.515,8.42251,253.886,299.492,280.938,264.093,245.728,0.302132,244.958,246.471,246.03,245.426,7.41464
WA_HT_2584_20190101,274.17,8.7726,250.412,298.317,282.943,265.397,245.704,0.304347,244.926,246.45,246.009,245.4,3.96243
WA_HT_2584_20190201,273.83,9.57147,247.147,304.81,283.401,264.258,245.631,0.306847,244.845,246.381,245.938,245.325,0.76605
WA_HT_2584_20190401,271.879,8.93308,250.366,297.512,280.812,262.946,245.651,0.310597,244.852,246.402,245.962,245.341,3.96338
WA_HT_2584_20190501,274.654,8.42437,251.125,296.506,283.078,266.229,245.65,0.312471,244.845,246.402,245.963,245.338,4.72303
WA_HT_2658_20160701,206.891,8.6264,177.417,229.627,215.517,198.264,232.225,0.177126,231.619,232.698,232.402,232.048,1.99264
WA_HT_2658_20161001,205.977,9.05271,180.364,230.265,215.029,196.924,232.292,0.18643,231.646,232.793,232.479,232.106,1.38141
WA_HT_2658_20161101,206.153,8.7387,183.558,228.301,214.892,197.414,232.312,0.189212,231.654,232.821,232.501,232.122,3.35265
WA_HT_2658_20170801,199.451,8.87575,170.262,224.156,208.327,190.575,232.416,0.208884,231.676,232.984,232.625,232.208,7.5197
WA_HT_2658_20170901,201.272,9.49181,174.612,230.32,210.764,191.78,232.419,0.210557,231.671,232.991,232.629,232.208,1.35134
WA_HT_2658_20171001,201.784,9.51167,176.232,228.201,211.296,192.272,232.421,0.212163,231.667,232.998,232.633,232.208,3.46672
WA_HT_2658_20171101,201.862,9.27791,171.584,229.42,211.14,192.584,232.421,0.213708,231.662,233.003,232.635,232.208,2.24264
WA_HT_2658_20171201,201.586,9.0058,180.035,230.796,210.592,192.58,232.42,0.215177,231.656,233.007,232.635,232.205,0.860055
WA_HT_2658_20180101,202.276,8.99671,169.943,227.798,211.273,193.279,232.418,0.21661,231.648,233.008,232.634,232.201,3.84998
WA_HT_2658_20180201,203.014,9.15217,179.773,226.621,212.166,193.862,232.414,0.217916,231.64,233.009,232.632,232.196,5.0191
WA_HT_2658_20180301,201.826,9.51623,167.758,229.714,211.342,192.31,232.409,0.219169,231.631,233.007,232.628,232.19,1.91648
WA_HT_2658_20180501,200.579,8.53336,172.816,222.565,209.112,192.045,232.395,0.221623,231.609,233.001,232.617,232.174,9.04353
WA_HT_2658_20180601,199.45,9.69217,164.718,225.928,209.142,189.758,232.387,0.222787,231.596,232.996,232.61,232.164,5.66797
WA_HT_2658_20180701,199.616,9.40445,175.842,225.147,209.02,190.212,232.377,0.223913,231.583,232.99,232.601,232.153,6.43581
WA_HT_2658_20180801,195.887,9.29549,167.418,218.651,205.183,186.592,232.366,0.225025,231.568,232.982,232.591,232.141,12.9172
WA_HT_2658_20180901,196.82,8.75551,173.455,222.583,205.575,188.064,232.353,0.226092,231.553,232.973,232.579,232.127,8.96968
WA_HT_2658_20181001,199.231,9.52265,176.078,226.106,208.754,189.708,232.344,0.227184,231.54,232.966,232.571,232.117,5.4341
WA_HT_2658_20181101,201.107,9.47156,176.289,224.834,210.579,191.635,232.336,0.228317,231.529,232.962,232.564,232.108,6.6949
WA_HT_2658_20190101,205.141,8.3656,180.398,229.501,213.506,196.775,232.323,0.230619,231.509,232.957,232.554,232.092,2.00795
WA_HT_2658_20190201,206.474,8.38688,187.227,230.808,214.861,198.087,232.318,0.231737,231.501,232.956,232.55,232.087,0.693321
WA_HT_2658_20190301,205.985,9.46362,178.472,228.307,215.448,196.521,232.314,0.232831,231.493,232.954,232.547,232.081,3.18627
WA_HT_2658_20190601,208.084,8.9378,179.557,229.719,217.022,199.147,232.298,0.236029,231.467,232.949,232.534,232.062,1.74812
WA_HT_2658_20190701,205.908,8.5842,183.243,229.753,214.492,197.324,232.294,0.237083,231.46,232.948,232.531,232.057,1.70689
WA_HT_2682_20180901,286.437,8.8818,254.936,305.643,295.319,277.556,308.116,0.412111,306.921,309.32,308.528,307.704,1.278
WA_HT_2896_20180801,287.719,8.58303,262.532,311.297,296.302,279.136,314.98,0.154389,314.588,315.389,315.135,314.826,3.29133
WP_HT_0003_20161213,274.506,8.72522,250.96,300.009,283.231,265.781,249.22,0.254459,248.388,250.156,249.474,248.965,0.804241
WP_HT_0003_20170214,278.783,9.05305,251.307,301.973,287.836,269.729,249.245,0.267339,248.371,250.241,249.513,248.978,1.06625
WP_HT_0003_20170316,278.908,9.2894,250.896,303.732,288.198,269.619,249.256,0.273352,248.361,250.279,249.529,248.982,0.617064
WP_HT_0003_20170414,278.506,8.32006,250.8,299.42,286.826,270.186,249.165,0.279472,248.258,250.223,249.445,248.886,0.577007
WP_HT_0003_20190214,276.45,8.93214,254.561,306.271,285.382,267.517,249.215,0.388172,247.931,250.709,249.603,248.827,3.85186
WP_HT_0003_20190509,273.957,8.6499,251.497,298.086,282.607,265.307,249.171,0.398862,247.845,250.703,249.57,248.773,0.794197
WP_HT_0003_20190613,275.9,9.09648,254.127,304.897,284.996,266.803,249.095,0.403767,247.755,250.646,249.499,248.691,3.48053
WP_HT_0575_20161212,286.408,8.88373,263.387,307.996,295.292,277.525,309.46,0.269766,308.68,310.126,309.73,309.191,0.683097
WP_HT_0575_20170915,283.623,9.15668,259.333,304.37,292.78,274.467,309.677,0.302391,308.793,310.417,309.98,309.375,4.42325
WP_HT_0575_20180510,283.773,8.94902,260.003,308.478,292.722,274.824,309.771,0.320707,308.823,310.54,310.092,309.451,0.34539
WP_HT_0575_20180614,266.363,9.00701,236.263,288.591,275.37,257.356,309.778,0.322877,308.822,310.548,310.101,309.455,20.2306
WP_HT_0575_20180809,276.935,8.80283,249.666,302.705,285.738,268.132,309.785,0.326112,308.817,310.559,310.111,309.459,6.1114
WP_HT_0575_20180914,278.88,9.28199,253.82,304.399,288.162,269.598,309.79,0.328038,308.814,310.565,310.118,309.462,4.41432
WP_HT_0575_20190820,276.111,9.45593,246.074,299.261,285.567,266.655,309.849,0.344385,308.827,310.661,310.193,309.505,9.56683
WP_HT_0575_20190913,282.07,9.69838,256.421,305.584,291.768,272.371,309.852,0.345381,308.827,310.667,310.197,309.507,3.24292
WP_HT_0575_20191018,281.095,8.93398,251.962,303.641,290.029,272.161,309.856,0.346759,308.826,310.674,310.202,309.509,5.18505
WA_HT_0834_20161201,280.996,9.32088,259.176,310.396,290.317,271.675,256.46,0.480983,255.231,257.398,256.941,255.979,1.77832
WA_HT_0834_20170101,280.999,8.61764,258.734,303.396,289.617,272.381,256.427,0.492966,255.169,257.384,256.92,255.934,1.35022
WA_HT_0834_20170201,281.785,8.79504,262.073,307.072,290.58,272.99,256.385,0.503498,255.104,257.352,256.888,255.881,4.72076
