name,value,group,weight
s_70990_202002,1.88241,valid,0
s_70990_202003,2.81871,valid,0
s_70990_202004,4.78867,valid,0
s_70990_202005,15.4352,valid,0
s_70990_202006,12.5587,valid,0
s_70990_202007,4.94742,valid,0
s_70990_202008,3.22548,valid,0
s_70990_202009,4.587,valid,0
s_70990_202010,2.07097,valid,0
s_70990_202011,1.19167,valid,0
s_70990_202012,1.22645,valid,0
s_70990_202101,0.924839,valid,0
s_70990_202102,1.81179,valid,0
s_70990_202103,1.68548,valid,0
s_70990_202104,1.27067,valid,0
s_70990_202105,4.13032,valid,0
s_70990_202106,8.45867,valid,0
s_70990_202107,5.09839,valid,0
s_70990_202108,4.32839,valid,0
s_70990_202109,3.43967,valid,0
s_70990_202110,11.5671,valid,0
s_70990_202111,15.9037,valid,0
s_70990_202112,7.81226,valid,0
s_71000_201501,45.7581,burnin,0
s_71000_201502,53.7929,burnin,0
s_71000_201503,68.1516,burnin,0
s_71000_201504,69.1633,burnin,0
s_71000_201505,3381.62,burnin,0
s_71000_201506,565.733,burnin,0
s_71000_201507,147.881,burnin,0
s_71000_201508,74.3194,burnin,0
s_71000_201509,50.3733,burnin,0
s_71000_201510,452.506,burnin,0
s_71000_201511,277.1,burnin,0
s_71000_201512,243,burnin,0
s_71000_201601,198.581,burnin,0
s_71000_201602,132.414,burnin,0
s_71000_201603,158.161,burnin,0
s_71000_201604,270.267,burnin,0
s_71000_201605,414.871,burnin,0
s_71000_201606,553.967,burnin,0
s_71000_201607,131.129,zb004,1
s_71000_201608,148.416,zb004,1
s_71000_201609,121.71,zb004,1
s_71000_201610,90.1161,zb004,1
s_71000_201611,83.5133,zb004,1
s_71000_201612,107.816,zb004,1
s_71000_201701,141.681,zb004,1
s_71000_201702,198,zb004,1
s_71000_201703,164.871,zb004,1
s_71000_201704,150.067,zb004,1
s_71000_201705,70.0097,zb004,1
s_71000_201706,52.8733,zb004,1
s_71000_201707,41.0677,zb004,1
s_71000_201708,51.8323,zb004,1
s_71000_201709,48.5133,zb004,1
s_71000_201710,46.7097,zb004,1
s_71000_201711,35.86,zb004,1
s_71000_201712,34.5774,zb004,1
s_71000_201801,28.671,zb004,1
s_71000_201802,25.0536,zb004,1
s_71000_201803,38.8226,zb004,1
s_71000_201804,36.81,zb004,1
s_71000_201805,36.5323,zb004,1
s_71000_201806,32.2067,zb004,1
s_71000_201807,15.5161,zb004,1
s_71000_201808,10.4723,zb004,1
s_71000_201809,86.0403,zb004,1
s_71000_201810,132.855,zb004,1
s_71000_201811,108.18,zb004,1
s_71000_201812,158.806,zb004,1
s_71000_201901,295.194,zb004,1
s_71000_201902,153.964,zb004,1
s_71000_201903,99.6871,zb004,1
s_71000_201904,87.4933,zb004,1
s_71000_201905,574.926,zb004,1
s_71000_201906,121.42,zb004,1
s_71000_201907,78.4516,zb004,1
s_71000_201908,54.7645,zb004,1
s_71000_201909,41.6767,zb004,1
s_71000_201910,33.3581,zb004,1
s_71000_201911,28.8,zb004,1
s_71000_201912,25,zb004,1
s_71000_202001,22.9516,valid,0
s_71000_202002,22.9517,valid,0
s_71000_202003,22.1032,valid,0
s_71000_202004,33.1467,valid,0
s_71000_202005,177.468,valid,0
s_71000_202006,72.0833,valid,0
s_71000_202007,33.1613,valid,0
s_71000_202008,21.2871,valid,0
s_71000_202009,32.9067,valid,0
s_71000_202010,20.2581,valid,0
s_71000_202011,15.8667,valid,0
s_71000_202012,13.9935,valid,0
s_71000_202101,15.6161,valid,0
s_71000_202102,16.9321,valid,0
s_71000_202103,17.7581,valid,0
s_71000_202104,16.6333,valid,0
s_71000_202105,29.1581,valid,0
s_71000_202106,70.6067,valid,0
s_71000_202107,52.3258,valid,0
s_71000_202108,36.8097,valid,0
s_71000_202109,29.7767,valid,0
s_71000_202110,168.842,valid,0
s_71000_202111,74.6267,valid,0
s_71000_202112,36.1,valid,0
s_71290_201801,29.9548,zb004,1
s_71290_201802,27.325,zb004,1
s_71290_201803,41.2548,zb004,1
s_71290_201804,43.84,zb004,1
s_71290_201805,30.8032,zb004,1
s_71290_201806,17.01,zb004,1
s_71290_201807,14.4968,zb004,1
s_71290_201808,10.6348,zb004,1
s_71290_201809,123.857,zb004,1
s_71290_201810,178.071,zb004,0
s_71290_201811,152.967,zb004,0
s_71290_201812,208.323,zb004,1
s_71290_201901,365.097,zb004,1
s_71290_201902,189.714,zb004,1
s_71290_201903,115.268,zb004,0
s_71290_201904,96.6467,zb004,0
s_71290_201905,416.39,zb004,1
s_71290_201906,168.367,zb004,1
s_71290_201907,89.2742,zb004,1
s_71290_201908,47.6742,zb004,1
s_71290_201909,36.3533,zb004,1
s_71290_201910,37.071,zb004,1
s_71290_201911,32.9633,zb004,1
s_71290_201912,30.229,zb004,1
s_71290_202001,28.7774,valid,0
s_71290_202002,29.9724,valid,0
s_71290_202003,30.1129,valid,0
s_71290_202004,64.0633,valid,0
s_71290_202005,226.568,valid,0
s_71290_202006,107.983,valid,0
s_71290_202007,39.5548,valid,0
s_71290_202008,24.1968,valid,0
s_71290_202009,47.9433,valid,0
s_71290_202010,22.6903,valid,0
s_71290_202011,19.92,valid,0
s_71290_202012,19.0581,valid,0
s_71290_202101,19.0645,valid,0
s_71290_202102,18.1464,valid,0
s_71290_202103,16.7645,valid,0
s_71290_202104,14.7667,valid,0
s_71290_202105,51.8548,valid,0
s_71290_202106,110.983,valid,0
s_71290_202107,69.7903,valid,0
s_71290_202108,57.8935,valid,0
s_71290_202109,37.5067,valid,0
s_71290_202110,105.497,valid,0
s_71290_202111,92.7267,valid,0
s_71290_202112,40.3581,valid,0
s_71300_201501,36.7839,burnin,0
s_71300_201502,18.6282,burnin,0
s_71300_201503,33.2213,burnin,0
s_71300_201504,43.48,burnin,0
s_71300_201505,4182.71,burnin,0
s_71300_201506,626.533,burnin,0
s_71300_201507,152.477,burnin,0
s_71300_201508,24.9819,burnin,0
s_71300_201509,1.158,burnin,0
s_71300_201510,955.804,burnin,0
s_71300_201511,287.533,burnin,0
s_71300_201512,227.29,burnin,0
s_71300_201601,155.871,burnin,0
s_71300_201602,76.1897,burnin,0
s_71300_201603,107.761,burnin,0
s_71300_201604,236.793,burnin,0
s_71300_201605,458.742,burnin,0
s_71300_201606,632.767,burnin,0
s_71300_201607,109.155,zb002,1
s_71300_201608,157.132,zb002,1
s_71300_201609,148.747,zb002,1
s_71300_201610,86.4387,zb002,1
s_71300_201611,57.0733,zb002,1
s_71300_201612,91.2935,zb002,1
s_71300_201701,132.719,zb002,1
s_71300_201702,185.639,zb002,1
s_71300_201703,178.581,zb002,1
s_71300_201704,154.147,zb002,1
s_71300_201705,57.3419,zb002,1
s_71300_201706,31.17,zb002,1
s_71300_201707,3.00839,zb002,1
s_71300_201708,22.0619,zb002,1
s_71300_201709,4.49933,zb002,1
s_71300_201710,1.52516,zb002,1
s_71300_201711,0,zb002,1
s_71300_201712,0.0487097,zb002,1
s_71300_201801,0,zb002,1
s_71300_201802,0,zb002,1
s_71300_201803,8.07419,zb002,1
s_71300_201804,0.982667,zb002,1
s_71300_201805,0.0245161,zb002,1
s_71300_201806,0,zb002,1
s_71300_201807,0,zb002,1
s_71300_201808,0,zb002,1
s_71300_201809,87.0233,zb002,1
s_71300_201810,158.084,zb002,1
s_71300_201811,130.283,zb002,1
s_71300_201812,191.594,zb002,1
s_71300_201901,367.032,zb002,1
s_71300_201902,155,zb002,1
s_71300_201903,77.2839,zb002,1
s_71300_201904,74.4567,zb002,1
s_71300_201905,791.1,zb002,1
s_71300_201906,138.317,zb002,1
s_71300_201907,47.9548,zb002,1
s_71300_201908,11.3432,zb002,1
s_71300_201909,0.536667,zb002,1
s_71300_201910,1.97387,zb002,1
s_71300_201911,0.00533333,zb002,1
s_71300_201912,0,zb002,1
s_71300_202001,0,valid,0
s_71300_202002,0,valid,0
s_71300_202003,0,valid,0
s_71300_202004,12.3667,valid,0
s_71300_202005,215.129,valid,0
s_71300_202006,52.7733,valid,0
s_71300_202007,1.2229,valid,0
s_71300_202008,0,valid,0
s_71300_202009,2.432,valid,0
s_71300_202010,0,valid,0
s_71300_202011,0,valid,0
s_71300_202012,0,valid,0
s_71300_202101,0,valid,0
s_71300_202102,0,valid,0
s_71300_202103,0,valid,0
s_71300_202104,0,valid,0
s_71300_202105,1.82323,valid,0
s_71300_202106,44.8553,valid,0
s_71300_202107,3.34419,valid,0
s_71300_202108,4.64355,valid,0
s_71300_202109,1.82467,valid,0
s_71300_202110,239.335,valid,0
s_71300_202111,47.1377,valid,0
s_71300_202112,1.13355,valid,0
s_71350_201501,40.19,burnin,0
s_71350_201502,7.96393,burnin,0
s_71350_201503,15.5226,burnin,0
s_71350_201504,61.9767,burnin,0
s_71350_201505,3769.45,burnin,0
s_71350_201506,910.667,burnin,0
s_71350_201507,215.452,burnin,0
s_71350_201508,15.2952,burnin,0
s_71350_201509,2.39867,burnin,0
s_71350_201510,1701.87,burnin,0
s_71350_201511,318.933,burnin,0
s_71350_201512,234.935,burnin,0
s_71350_201601,182.387,burnin,0
s_71350_201602,45.7448,burnin,0
s_71350_201603,108.686,burnin,0
s_71350_201604,227.9,burnin,0
s_71350_201605,413.452,burnin,0
s_71350_201606,776.633,burnin,0
s_71350_201607,113.494,zb002,1
s_71350_201608,149.932,zb002,1
s_71350_201609,145.644,zb002,1
s_71350_201610,97.8161,zb002,1
s_71350_201611,24.23,zb002,1
s_71350_201612,127.774,zb002,1
s_71350_201701,145.116,zb002,1
s_71350_201702,241.036,zb002,1
s_71350_201703,211.097,zb002,1
s_71350_201704,150.207,zb002,1
s_71350_201705,27.3935,zb002,1
s_71350_201706,60.883,zb002,1
s_71350_201707,2.04129,zb002,1
s_71350_201708,57.36,zb002,1
s_71350_201709,22.3333,zb002,1
s_71350_201710,6.19129,zb002,1
s_71350_201711,2.85633,zb002,1
s_71350_201712,5.04097,zb002,1
s_71350_201801,2.57452,zb002,1
s_71350_201802,1.46,zb002,1
s_71350_201803,36.6752,zb002,1
s_71350_201804,4.55033,zb002,1
s_71350_201805,2.58161,zb002,1
s_71350_201806,2.316,zb002,1
s_71350_201807,2.60194,zb002,1
s_71350_201808,0.602903,zb002,1
s_71350_201809,109.43,zb002,1
s_71350_201810,123.648,zb002,1
s_71350_201811,107.83,zb002,1
s_71350_201812,190.648,zb002,1
s_71350_201901,385.258,zb002,1
s_71350_201902,193.429,zb002,1
s_71350_201903,113.268,zb002,1
s_71350_201904,67.3767,zb002,1
s_71350_201905,848.616,zb002,1
s_71350_201906,149.25,zb002,1
s_71350_201907,6.04194,zb002,1
s_71350_201908,1.43097,zb002,1
s_71350_201909,0.964667,zb002,1
s_71350_201910,0.76129,zb002,1
s_71350_201911,1.076,zb002,1
s_71350_201912,0.468387,zb002,1
s_71350_202001,0.0980645,valid,0
s_71350_202002,0.161034,valid,0
s_71350_202003,0.452258,valid,0
s_71350_202004,16.4207,valid,0
s_71350_202005,308.265,valid,0
s_71350_202006,112.045,valid,0
s_71350_202007,4.38903,valid,0
s_71350_202008,0.247419,valid,0
s_71350_202009,0.861667,valid,0
s_71350_202010,0.0793548,valid,0
s_71350_202011,0.00133333,valid,0
s_71350_202012,0.0445161,valid,0
s_71350_202101,0.687419,valid,0
s_71350_202102,0.483571,valid,0
s_71350_202103,0.213226,valid,0
s_71350_202104,0.023,valid,0
s_71350_202105,5.1529,valid,0
s_71350_202106,109.687,valid,0
s_71350_202107,14.1668,valid,0
s_71350_202108,12.2477,valid,0
s_71350_202109,0.877,valid,0
s_71350_202110,274.879,valid,0
s_71350_202111,73.46,valid,0
s_71350_202112,4.7229,valid,0
s_71400_201501,167.839,burnin,0
s_71400_201502,181.357,burnin,0
s_71400_201503,207.387,burnin,0
s_71400_201504,240.5,burnin,0
s_71400_201505,2004.84,burnin,0
s_71400_201506,1077.33,burnin,0
s_71400_201507,556.194,burnin,0
s_71400_201508,346.226,burnin,0
s_71400_201509,272.1,burnin,0
s_71400_201510,806.387,burnin,0
s_71400_201511,828.467,burnin,0
s_71400_201512,607.387,burnin,0
s_71400_201601,467.258,burnin,0
s_71400_201602,356.621,burnin,0
s_71400_201603,376.806,burnin,0
s_71400_201604,565.567,burnin,0
s_71400_201605,858.903,burnin,0
s_71400_201606,987.367,burnin,0
s_71400_201607,429.774,zb001,1
s_71400_201608,436.742,zb001,1
s_71400_201609,449.1,zb001,1
s_71400_201610,364.29,zb001,1
s_71400_201611,310.167,zb001,1
s_71400_201612,362.774,zb001,1
s_71400_201701,394.613,zb001,1
s_71400_201702,455.5,zb001,1
s_71400_201703,474.323,zb001,1
s_71400_201704,457.292,zb001,1
s_71400_201705,359.127,zb001,1
s_71400_201706,261.51,zb001,1
s_71400_201707,208.903,zb001,1
s_71400_201708,276.677,zb001,1
s_71400_201709,269.467,zb001,1
s_71400_201710,236.742,zb001,1
s_71400_201711,210.767,zb001,1
s_71400_201712,215.839,zb001,1
s_71400_201801,208.484,zb001,1
s_71400_201802,209.464,zb001,1
s_71400_201803,253.065,zb001,1
s_71400_201804,214.433,zb001,1
s_71400_201805,173.839,zb001,1
s_71400_201806,159.333,zb001,1
s_71400_201807,160.839,zb001,1
s_71400_201808,124.277,zb001,1
s_71400_201809,236.82,zb001,1
s_71400_201810,316.258,zb001,1
s_71400_201811,355.267,zb001,1
s_71400_201812,449.323,zb001,1
s_71400_201901,706.032,zb001,1
s_71400_201902,454.286,zb001,1
s_71400_201903,346.613,zb001,1
s_71400_201904,315.6,zb001,1
s_71400_201905,923.194,zb001,1
s_71400_201906,360.633,zb001,1
s_71400_201907,264.613,zb001,1
s_71400_201908,251.355,zb001,1
s_71400_201909,198.667,zb001,1
s_71400_201910,199.097,zb001,1
s_71400_201911,200.567,zb001,1
s_71400_201912,174.839,zb001,1
s_71400_202001,155.71,valid,0
s_71400_202002,138.207,valid,0
s_71400_202003,143.323,valid,0
s_71400_202004,178.933,valid,0
s_71400_202005,368.645,valid,0
s_71400_202006,211.3,valid,0
s_71400_202007,167.323,valid,0
s_71400_202008,158.258,valid,0
s_71400_202009,169.7,valid,0
s_71400_202010,152.613,valid,0
s_71400_202011,136.833,valid,0
s_71400_202012,137.71,valid,0
s_71400_202101,132.323,valid,0
s_71400_202102,127.393,valid,0
s_71400_202103,117.935,valid,0
s_71400_202104,108.963,valid,0
s_71400_202105,178.742,valid,0
s_71400_202106,209.833,valid,0
s_71400_202107,180.806,valid,0
s_71400_202108,169.387,valid,0
s_71400_202109,157.767,valid,0
s_71400_202110,490.71,valid,0
s_71400_202111,239.733,valid,0
s_71400_202112,190.29,valid,0
r_r001_201501,0.180906,zb007,1
r_r001_201502,0.180906,zb007,1
r_r001_201503,0.180906,zb007,1
r_r001_201504,0.180906,zb007,1
r_r001_201505,0.180906,zb007,1
r_r001_201506,0.180906,zb007,1
r_r001_201507,0.180906,zb007,1
r_r001_201508,0.180906,zb007,1
r_r001_201509,0.180906,zb007,1
r_r001_201510,0.180906,zb007,1
r_r001_201511,0.180906,zb007,1
r_r001_201512,0.180906,zb007,1
r_r001_201601,0.180906,zb007,1
r_r001_201602,0.180906,zb007,1
r_r001_201603,0.180906,zb007,1
r_r001_201604,0.180906,zb007,1
r_r001_201605,0.180906,zb007,1
r_r001_201606,0.180906,zb007,1
r_r001_201607,0.180906,zb007,1
r_r001_201608,0.180906,zb007,1
r_r001_201609,0.180906,zb007,1
r_r001_201610,0.180906,zb007,1
r_r001_201611,0.180906,zb007,1
r_r001_201612,0.180906,zb007,1
r_r001_201701,0.180906,zb007,1
r_r001_201702,0.180906,zb007,1
r_r001_201703,0.180906,zb007,1
r_r001_201704,0.180906,zb007,1
r_r001_201705,0.180906,zb007,1
r_r001_201706,0.180906,zb007,1
r_r001_201707,0.180906,zb007,1
r_r001_201708,0.180906,zb007,1
r_r001_201709,0.180906,zb007,1
r_r001_201710,0.180906,zb007,1
r_r001_201711,0.180906,zb007,1
r_r001_201712,0.180906,zb007,1
r_r001_201801,0.180906,zb007,1
r_r001_201802,0.180906,zb007,1
r_r001_201803,0.180906,zb007,1
r_r001_201804,0.180906,zb007,1
r_r001_201805,0.180906,zb007,1
r_r001_201806,0.180906,zb007,1
r_r001_201807,0.180906,zb007,1
r_r001_201808,0.180906,zb007,1
r_r001_201809,0.180906,zb007,1
r_r001_201810,0.180906,zb007,1
r_r001_201811,0.180906,zb007,1
r_r001_201812,0.180906,zb007,1
r_r001_201901,0.180906,zb007,1
r_r001_201902,0.180906,zb007,1
r_r001_201903,0.180906,zb007,1
r_r001_201904,0.180906,zb007,1
r_r001_201905,0.180906,zb007,1
r_r001_201906,0.180906,zb007,1
r_r001_201907,0.180906,zb007,1
r_r001_201908,0.180906,zb007,1
r_r001_201909,0.180906,zb007,1
r_r001_201910,0.180906,zb007,1
r_r001_201911,0.180906,zb007,1
r_r001_201912,0.180906,zb007,1
r_r001_202001,0.180906,zb007,1
r_r001_202002,0.180906,zb007,1
r_r001_202003,0.180906,zb007,1
r_r001_202004,0.180906,zb007,1
r_r001_202005,0.180906,zb007,1
r_r001_202006,0.180906,zb007,1
r_r001_202007,0.180906,zb007,1
r_r001_202008,0.180906,zb007,1
r_r001_202009,0.180906,zb007,1
r_r001_202010,0.180906,zb007,1
r_r001_202011,0.180906,zb007,1
r_r001_202012,0.180906,zb007,1
r_r001_202101,0.180906,zb007,1
r_r001_202102,0.180906,zb007,1
r_r001_202103,0.180906,zb007,1
r_r001_202104,0.180906,zb007,1
r_r001_202105,0.180906,zb007,1
r_r001_202106,0.180906,zb007,1
r_r001_202107,0.180906,zb007,1
r_r001_202108,0.180906,zb007,1
r_r001_202109,0.180906,zb007,1
r_r001_202110,0.180906,zb007,1
r_r001_202111,0.180906,zb007,1
r_r001_202112,0.180906,zb007,1
r_r002_201501,0.893085,zb007,1
r_r002_201502,0.893085,zb007,1
r_r002_201503,0.893085,zb007,1
r_r002_201504,0.893085,zb007,1
r_r002_201505,0.893085,zb007,1
r_r002_201506,0.893085,zb007,1
r_r002_201507,0.893085,zb007,1
r_r002_201508,0.893085,zb007,1
r_r002_201509,0.893085,zb007,1
r_r002_201510,0.893085,zb007,1
r_r002_201511,0.893085,zb007,1
r_r002_201512,0.893085,zb007,1
r_r002_201601,0.893085,zb007,1
r_r002_201602,0.893085,zb007,1
r_r002_201603,0.893085,zb007,1
r_r002_201604,0.893085,zb007,1
r_r002_201605,0.893085,zb007,1
r_r002_201606,0.893085,zb007,1
r_r002_201607,0.893085,zb007,1
r_r002_201608,0.893085,zb007,1
r_r002_201609,0.893085,zb007,1
r_r002_201610,0.893085,zb007,1
r_r002_201611,0.893085,zb007,1
r_r002_201612,0.893085,zb007,1
r_r002_201701,0.893085,zb007,1
r_r002_201702,0.893085,zb007,1
r_r002_201703,0.893085,zb007,1
r_r002_201704,0.893085,zb007,1
r_r002_201705,0.893085,zb007,1
r_r002_201706,0.893085,zb007,1
r_r002_201707,0.893085,zb007,1
r_r002_201708,0.893085,zb007,1
r_r002_201709,0.893085,zb007,1
r_r002_201710,0.893085,zb007,1
r_r002_201711,0.893085,zb007,1
r_r002_201712,0.893085,zb007,1
r_r002_201801,0.893085,zb007,1
r_r002_201802,0.893085,zb007,1
r_r002_201803,0.893085,zb007,1
r_r002_201804,0.893085,zb007,1
r_r002_201805,0.893085,zb007,1
r_r002_201806,0.893085,zb007,1
r_r002_201807,0.893085,zb007,1
r_r002_201808,0.893085,zb007,1
r_r002_201809,0.893085,zb007,1
r_r002_201810,0.893085,zb007,1
r_r002_201811,0.893085,zb007,1
r_r002_201812,0.893085,zb007,1
r_r002_201901,0.893085,zb007,1
r_r002_201902,0.893085,zb007,1
r_r002_201903,0.893085,zb007,1
r_r002_201904,0.893085,zb007,1
r_r002_201905,0.893085,zb007,1
r_r002_201906,0.893085,zb007,1
r_r002_201907,0.893085,zb007,1
r_r002_201908,0.893085,zb007,1
r_r002_201909,0.893085,zb007,1
r_r002_201910,0.893085,zb007,1
r_r002_201911,0.893085,zb007,1
r_r002_201912,0.893085,zb007,1
r_r002_202001,0.893085,zb007,1
r_r002_202002,0.893085,zb007,1
r_r002_202003,0.893085,zb007,1
r_r002_202004,0.893085,zb007,1
r_r002_202005,0.893085,zb007,1
r_r002_202006,0.893085,zb007,1
r_r002_202007,0.893085,zb007,1
r_r002_202008,0.893085,zb007,1
r_r002_202009,0.893085,zb007,1
r_r002_202010,0.893085,zb007,1
r_r002_202011,0.893085,zb007,1
r_r002_202012,0.893085,zb007,1
r_r002_202101,0.893085,zb007,1
r_r002_202102,0.893085,zb007,1
r_r002_202103,0.893085,zb007,1
r_r002_202104,0.893085,zb007,1
r_r002_202105,0.893085,zb007,1
r_r002_202106,0.893085,zb007,1
r_r002_202107,0.893085,zb007,1
r_r002_202108,0.893085,zb007,1
r_r002_202109,0.893085,zb007,1
r_r002_202110,0.893085,zb007,1
r_r002_202111,0.893085,zb007,1
r_r002_202112,0.893085,zb007,1
r_r003_201501,0.0372357,zb006,1
r_r003_201502,0.0372357,zb006,1
r_r003_201503,0.0372357,zb006,1
r_r003_201504,0.0372357,zb006,1
r_r003_201505,0.0372357,zb006,1
r_r003_201506,0.0372357,zb006,1
r_r003_201507,0.0372357,zb006,1
r_r003_201508,0.0372357,zb006,1
r_r003_201509,0.0372357,zb006,1
r_r003_201510,0.0372357,zb006,1
r_r003_201511,0.0372357,zb006,1
r_r003_201512,0.0372357,zb006,1
r_r003_201601,0.0372357,zb006,1
r_r003_201602,0.0372357,zb006,1
r_r003_201603,0.0372357,zb006,1
r_r003_201604,0.0372357,zb006,1
r_r003_201605,0.0372357,zb006,1
r_r003_201606,0.0372357,zb006,1
r_r003_201607,0.0372357,zb006,1
r_r003_201608,0.0372357,zb006,1
r_r003_201609,0.0372357,zb006,1
r_r003_201610,0.0372357,zb006,1
r_r003_201611,0.0372357,zb006,1
r_r003_201612,0.0372357,zb006,1
r_r003_201701,0.0372357,zb006,1
r_r003_201702,0.0372357,zb006,1
r_r003_201703,0.0372357,zb006,1
r_r003_201704,0.0372357,zb006,1
r_r003_201705,0.0372357,zb006,1
r_r003_201706,0.0372357,zb006,1
r_r003_201707,0.0372357,zb006,1
r_r003_201708,0.0372357,zb006,1
r_r003_201709,0.0372357,zb006,1
r_r003_201710,0.0372357,zb006,1
r_r003_201711,0.0372357,zb006,1
r_r003_201712,0.0372357,zb006,1
r_r003_201801,0.0372357,zb006,1
r_r003_201802,0.0372357,zb006,1
r_r003_201803,0.0372357,zb006,1
r_r003_201804,0.0372357,zb006,1
r_r003_201805,0.0372357,zb006,1
r_r003_201806,0.0372357,zb006,1
r_r003_201807,0.0372357,zb006,1
r_r003_201808,0.0372357,zb006,1
r_r003_201809,0.0372357,zb006,1
r_r003_201810,0.0372357,zb006,1
r_r003_201811,0.0372357,zb006,1
r_r003_201812,0.0372357,zb006,1
r_r003_201901,0.0372357,zb006,1
r_r003_201902,0.0372357,zb006,1
r_r003_201903,0.0372357,zb006,1
r_r003_201904,0.0372357,zb006,1
r_r003_201905,0.0372357,zb006,1
r_r003_201906,0.0372357,zb006,1
r_r003_201907,0.0372357,zb006,1
r_r003_201908,0.0372357,zb006,1
r_r003_201909,0.0372357,zb006,1
r_r003_201910,0.0372357,zb006,1
r_r003_201911,0.0372357,zb006,1
r_r003_201912,0.0372357,zb006,1
r_r003_202001,0.0372357,zb006,1
r_r003_202002,0.0372357,zb006,1
r_r003_202003,0.0372357,zb006,1
r_r003_202004,0.0372357,zb006,1
r_r003_202005,0.0372357,zb006,1
r_r003_202006,0.0372357,zb006,1
r_r003_202007,0.0372357,zb006,1
r_r003_202008,0.0372357,zb006,1
r_r003_202009,0.0372357,zb006,1
r_r003_202010,0.0372357,zb006,1
r_r003_202011,0.0372357,zb006,1
r_r003_202012,0.0372357,zb006,1
r_r003_202101,0.0372357,zb006,1
r_r003_202102,0.0372357,zb006,1
r_r003_202103,0.0372357,zb006,1
r_r003_202104,0.0372357,zb006,1
r_r003_202105,0.0372357,zb006,1
r_r003_202106,0.0372357,zb006,1
r_r003_202107,0.0372357,zb006,1
r_r003_202108,0.0372357,zb006,1
r_r003_202109,0.0372357,zb006,1
r_r003_202110,0.0372357,zb006,1
r_r003_202111,0.0372357,zb006,1
r_r003_202112,0.0372357,zb006,1
r_r004_201501,0.010341,zb006,1
r_r004_201502,0.010341,zb006,1
r_r004_201503,0.010341,zb006,1
r_r004_201504,0.010341,zb006,1
r_r004_201505,0.010341,zb006,1
r_r004_201506,0.010341,zb006,1
r_r004_201507,0.010341,zb006,1
r_r004_201508,0.010341,zb006,1
r_r004_201509,0.010341,zb006,1
r_r004_201510,0.010341,zb006,1
r_r004_201511,0.010341,zb006,1
r_r004_201512,0.010341,zb006,1
r_r004_201601,0.010341,zb006,1
r_r004_201602,0.010341,zb006,1
r_r004_201603,0.010341,zb006,1
r_r004_201604,0.010341,zb006,1
r_r004_201605,0.010341,zb006,1
r_r004_201606,0.010341,zb006,1
r_r004_201607,0.010341,zb006,1
r_r004_201608,0.010341,zb006,1
r_r004_201609,0.010341,zb006,1
r_r004_201610,0.010341,zb006,1
r_r004_201611,0.010341,zb006,1
r_r004_201612,0.010341,zb006,1
r_r004_201701,0.010341,zb006,1
r_r004_201702,0.010341,zb006,1
r_r004_201703,0.010341,zb006,1
r_r004_201704,0.010341,zb006,1
r_r004_201705,0.010341,zb006,1
r_r004_201706,0.010341,zb006,1
r_r004_201707,0.010341,zb006,1
r_r004_201708,0.010341,zb006,1
r_r004_201709,0.010341,zb006,1
r_r004_201710,0.010341,zb006,1
r_r004_201711,0.010341,zb006,1
r_r004_201712,0.010341,zb006,1
r_r004_201801,0.010341,zb006,1
r_r004_201802,0.010341,zb006,1
r_r004_201803,0.010341,zb006,1
r_r004_201804,0.010341,zb006,1
r_r004_201805,0.010341,zb006,1
r_r004_201806,0.010341,zb006,1
r_r004_201807,0.010341,zb006,1
r_r004_201808,0.010341,zb006,1
r_r004_201809,0.010341,zb006,1
r_r004_201810,0.010341,zb006,1
r_r004_201811,0.010341,zb006,1
r_r004_201812,0.010341,zb006,1
r_r004_201901,0.010341,zb006,1
r_r004_201902,0.010341,zb006,1
r_r004_201903,0.010341,zb006,1
r_r004_201904,0.010341,zb006,1
r_r004_201905,0.010341,zb006,1
r_r004_201906,0.010341,zb006,1
r_r004_201907,0.010341,zb006,1
r_r004_201908,0.010341,zb006,1
r_r004_201909,0.010341,zb006,1
r_r004_201910,0.010341,zb006,1
r_r004_201911,0.010341,zb006,1
r_r004_201912,0.010341,zb006,1
r_r004_202001,0.010341,zb006,1
r_r004_202002,0.010341,zb006,1
r_r004_202003,0.010341,zb006,1
r_r004_202004,0.010341,zb006,1
r_r004_202005,0.010341,zb006,1
r_r004_202006,0.010341,zb006,1
r_r004_202007,0.010341,zb006,1
r_r004_202008,0.010341,zb006,1
r_r004_202009,0.010341,zb006,1
r_r004_202010,0.010341,zb006,1
r_r004_202011,0.010341,zb006,1
r_r004_202012,0.010341,zb006,1
r_r004_202101,0.010341,zb006,1
r_r004_202102,0.010341,zb006,1
r_r004_202103,0.010341,zb006,1
r_r004_202104,0.010341,zb006,1
r_r004_202105,0.010341,zb006,1
r_r004_202106,0.010341,zb006,1
r_r004_202107,0.010341,zb006,1
r_r004_202108,0.010341,zb006,1
r_r004_202109,0.010341,zb006,1
r_r004_202110,0.010341,zb006,1
r_r004_202111,0.010341,zb006,1
r_r004_202112,0.010341,zb006,1
r_r005_201501,0,zb006,1
r_r005_201502,0,zb006,1
r_r005_201503,0,zb006,1
r_r005_201504,0,zb006,1
r_r005_201505,0,zb006,1
r_r005_201506,0,zb006,1
r_r005_201507,0,zb006,1
r_r005_201508,0,zb006,1
r_r005_201509,0,zb006,1
r_r005_201510,0,zb006,1
r_r005_201511,0,zb006,1
r_r005_201512,0,zb006,1
