    C2D             x              y 
876        549968.438    3336458.750 
877        550392.688    3336883.000 
878        550392.688    3336034.500 
879        550816.938    3336458.750 
880        550816.938    3337307.250 
881        551241.188    3337731.500 
882        551241.188    3336883.000 
883        551665.500    3337307.250 
884        551665.500    3338155.750 
885        552089.750    3338580.000 
886        552089.750    3337731.500 
887        552514.000    3338155.750 
888        552514.000    3339004.250 
889        552938.250    3339428.500 
890        552938.250    3338580.000 
891        553362.562    3339004.250 
892        553362.562    3339852.750 
893        553786.812    3340277.000 
894        553786.812    3339428.500 
895        554211.062    3339852.750 
896        554211.062    3340701.250 
897        554635.312    3341125.500 
898        554635.312    3340277.000 
899        555059.562    3340701.250 
900        555059.562    3341549.750 
901        555483.875    3341974.250 
902        555483.875    3341125.500 
903        555908.125    3341549.750 
904        555908.125    3342398.500 
905        556332.375    3342822.750 
906        556332.375    3341974.250 
907        556756.625    3342398.500 
908        557180.938    3343247.000 
909        558029.438    3344095.500 
910        558877.938    3344944.000 
911        559726.500    3345792.500 
912        560575.000    3346641.000 
913        561423.562    3347489.500 
914        562272.062    3348338.000 
915        563120.625    3349186.500 
916        563969.125    3350035.250 
920        530028.000    3314397.000 
921        530876.562    3315245.500 
922        531725.062    3316094.000 
923        532573.625    3316942.500 
924        533422.125    3317791.000 
925        534270.625    3318639.500 
926        535119.188    3319488.250 
927        535967.688    3320336.750 
928        536816.250    3321185.250 
929        537664.750    3322033.750 
930        538513.312    3322882.250 
931        538937.562    3323730.750 
932        539361.812    3324155.000 
933        539361.812    3323306.500 
934        539786.062    3323730.750 
935        539786.062    3324579.250 
936        540210.375    3325003.500 
937        540210.375    3324155.000 
938        540634.625    3324579.250 
939        540634.625    3325427.750 
940        541058.875    3325852.000 
941        541058.875    3325003.500 
942        541483.125    3325427.750 
943        541483.125    3326276.250 
944        541907.375    3326700.750 
945        541907.375    3325852.000 
946        542331.688    3326276.250 
947        542331.688    3327125.000 
948        542755.938    3327549.250 
949        542755.938    3326700.750 
950        543180.188    3327125.000 
951        543180.188    3327973.500 
952        543604.438    3328397.750 
953        543604.438    3327549.250 
954        544028.750    3327973.500 
955        544028.750    3328822.000 
956        544453.000    3329246.250 
