    C2D             x              y 
10394      562749.375    3329670.500 
10395      562802.438    3329723.500 
10396      562802.438    3329617.500 
10397      562855.438    3329670.500 
10398      562855.438    3329776.500 
10399      562908.500    3329829.500 
10400      562908.500    3329723.500 
10401      562961.500    3329776.500 
10402      562855.438    3329564.500 
10403      562908.500    3329617.500 
10404      562908.500    3329511.500 
10405      562961.500    3329564.500 
10406      562961.500    3329670.500 
10407      563014.562    3329723.500 
10408      563014.562    3329617.500 
10409      563067.562    3329670.500 
10410      562378.125    3330519.000 
10411      562484.188    3330625.000 
10412      562431.188    3330413.000 
10413      562484.188    3330466.000 
10414      562484.188    3330360.000 
10415      562537.250    3330413.000 
10416      562537.250    3330519.000 
10417      562590.250    3330572.000 
10418      562590.250    3330466.000 
10419      562643.312    3330519.000 
10420      562590.250    3330731.250 
10421      562696.312    3330837.250 
10422      562643.312    3330625.000 
10423      562696.312    3330678.000 
10424      562696.312    3330572.000 
10425      562749.375    3330625.000 
10426      562749.375    3330731.250 
10427      562802.438    3330784.250 
10428      562802.438    3330678.000 
10429      562855.438    3330731.250 
10430      562537.250    3330306.750 
10431      562590.250    3330360.000 
10432      562590.250    3330253.750 
10433      562643.312    3330306.750 
10434      562643.312    3330413.000 
10435      562696.312    3330466.000 
10436      562696.312    3330360.000 
10437      562749.375    3330413.000 
10438      562643.312    3330200.750 
10439      562696.312    3330253.750 
10440      562696.312    3330147.750 
10441      562749.375    3330200.750 
10442      562749.375    3330306.750 
10443      562802.438    3330360.000 
10444      562802.438    3330253.750 
10445      562855.438    3330306.750 
10446      562749.375    3330519.000 
10447      562802.438    3330572.000 
10448      562802.438    3330466.000 
10449      562855.438    3330519.000 
10450      562855.438    3330625.000 
10451      562908.500    3330678.000 
10452      562908.500    3330572.000 
10453      562961.500    3330625.000 
10454      562855.438    3330413.000 
10455      562908.500    3330466.000 
10456      562908.500    3330360.000 
10457      562961.500    3330413.000 
10458      562961.500    3330519.000 
10459      563014.562    3330572.000 
10460      563014.562    3330466.000 
10461      563067.562    3330519.000 
10462      562802.438    3330943.250 
10463      562908.500    3331049.250 
10464      562855.438    3330837.250 
10465      562908.500    3330890.250 
10466      562908.500    3330784.250 
10467      562961.500    3330837.250 
10468      562961.500    3330943.250 
10469      563014.562    3330996.250 
10470      563014.562    3330890.250 
10471      563067.562    3330943.250 
10472      563014.562    3331155.500 
10473      563120.625    3331261.500 
10474      563067.562    3331049.250 
10475      563120.625    3331102.250 
10476      563120.625    3330996.250 
10477      563173.625    3331049.250 
10478      563173.625    3331155.500 
10479      563226.688    3331208.500 
10480      563226.688    3331102.250 
10481      563279.688    3331155.500 
10482      562961.500    3330731.250 
10483      563014.562    3330784.250 
10484      563014.562    3330678.000 
10485      563067.562    3330731.250 
10486      563067.562    3330837.250 
10487      563120.625    3330890.250 
10488      563120.625    3330784.250 
10489      563173.625    3330837.250 
10490      563067.562    3330625.000 
10491      563120.625    3330678.000 
10492      563120.625    3330572.000 
10493      563173.625    3330625.000 
10494      563173.625    3330731.250 
10495      563226.688    3330784.250 
10496      563226.688    3330678.000 
10497      563279.688    3330731.250 
10498      563173.625    3330943.250 
10499      563226.688    3330996.250 
10500      563226.688    3330890.250 
10501      563279.688    3330943.250 
10502      563279.688    3331049.250 
10503      563332.750    3331102.250 
10504      563332.750    3330996.250 
10505      563385.750    3331049.250 
10506      563279.688    3330837.250 
10507      563332.750    3330890.250 
10508      563332.750    3330784.250 
10509      563385.750    3330837.250 
10510      563385.750    3330943.250 
10511      563438.812    3330996.250 
10512      563438.812    3330890.250 
10513      563491.812    3330943.250 
10514      562749.375    3330094.750 
10515      562802.438    3330147.750 
10516      562802.438    3330041.750 
10517      562855.438    3330094.750 
10518      562855.438    3330200.750 
10519      562908.500    3330253.750 
10520      562908.500    3330147.750 
10521      562961.500    3330200.750 
10522      562855.438    3329988.750 
10523      562908.500    3330041.750 
10524      562908.500    3329935.750 
10525      562961.500    3329988.750 
10526      562961.500    3330094.750 
10527      563014.562    3330147.750 
10528      563014.562    3330041.750 
10529      563067.562    3330094.750 
10530      562961.500    3330306.750 
10531      563014.562    3330360.000 
10532      563014.562    3330253.750 
10533      563067.562    3330306.750 
10534      563067.562    3330413.000 
10535      563120.625    3330466.000 
10536      563120.625    3330360.000 
10537      563173.625    3330413.000 
10538      563067.562    3330200.750 
10539      563120.625    3330253.750 
10540      563120.625    3330147.750 
10541      563173.625    3330200.750 
10542      563173.625    3330306.750 
10543      563226.688    3330360.000 
10544      563226.688    3330253.750 
10545      563279.688    3330306.750 
10546      562961.500    3329882.500 
10547      563014.562    3329935.750 
10548      563014.562    3329829.500 
10549      563067.562    3329882.500 
10550      563067.562    3329988.750 
10551      563120.625    3330041.750 
10552      563120.625    3329935.750 
10553      563173.625    3329988.750 
10554      563067.562    3329776.500 
10555      563120.625    3329829.500 
10556      563120.625    3329723.500 
10557      563173.625    3329776.500 
10558      563173.625    3329882.500 
10559      563226.688    3329935.750 
10560      563226.688    3329829.500 
10561      563279.688    3329882.500 
10562      563173.625    3330094.750 
10563      563226.688    3330147.750 
10564      563226.688    3330041.750 
10565      563279.688    3330094.750 
10566      563279.688    3330200.750 
10567      563332.750    3330253.750 
10568      563332.750    3330147.750 
10569      563385.750    3330200.750 
10570      563279.688    3329988.750 
10571      563332.750    3330041.750 
10572      563332.750    3329935.750 
10573      563385.750    3329988.750 
10574      563385.750    3330094.750 
10575      563438.812    3330147.750 
10576      563438.812    3330041.750 
10577      563491.812    3330094.750 
10578      563173.625    3330519.000 
10579      563226.688    3330572.000 
10580      563226.688    3330466.000 
10581      563279.688    3330519.000 
10582      563279.688    3330625.000 
10583      563332.750    3330678.000 
10584      563332.750    3330572.000 
10585      563385.750    3330625.000 
10586      563279.688    3330413.000 
10587      563332.750    3330466.000 
10588      563332.750    3330360.000 
10589      563385.750    3330413.000 
10590      563385.750    3330519.000 
10591      563438.812    3330572.000 
10592      563438.812    3330466.000 
10593      563491.812    3330519.000 
10594      563385.750    3330731.250 
10595      563438.812    3330784.250 
10596      563438.812    3330678.000 
10597      563491.812    3330731.250 
10598      563491.812    3330837.250 
10599      563544.875    3330890.250 
10600      563544.875    3330784.250 
10601      563597.875    3330837.250 
10602      563491.812    3330625.000 
10603      563544.875    3330678.000 
10604      563544.875    3330572.000 
10605      563597.875    3330625.000 
10606      563597.875    3330731.250 
10607      563650.938    3330784.250 
10608      563650.938    3330678.000 
10609      563704.000    3330731.250 
10610      563385.750    3330306.750 
10611      563438.812    3330360.000 
10612      563438.812    3330253.750 
10613      563491.812    3330306.750 
10614      563491.812    3330413.000 
10615      563544.875    3330466.000 
10616      563544.875    3330360.000 
10617      563597.875    3330413.000 
10618      563491.812    3330200.750 
10619      563544.875    3330253.750 
10620      563544.875    3330147.750 
10621      563597.875    3330200.750 
10622      563597.875    3330306.750 
10623      563650.938    3330360.000 
10624      563650.938    3330253.750 
10625      563704.000    3330306.750 
10626      563597.875    3330519.000 
10627      563650.938    3330572.000 
10628      563650.938    3330466.000 
10629      563704.000    3330519.000 
10630      563704.000    3330625.000 
10631      563757.000    3330678.000 
10632      563757.000    3330572.000 
10633      563810.062    3330625.000 
10634      563704.000    3330413.000 
10635      563757.000    3330466.000 
10636      563757.000    3330360.000 
10637      563810.062    3330413.000 
10638      563810.062    3330519.000 
10639      563863.062    3330572.000 
10640      563863.062    3330466.000 
10641      563916.125    3330519.000 
10644      563279.688    3331261.500 
10645      563332.750    3331314.500 
10646      563332.750    3331208.500 
10647      563385.750    3331261.500 
10648      563438.812    3331367.500 
10651      563544.875    3331473.500 
10652      563650.938    3331579.750 
10653      563385.750    3331155.500 
10654      563438.812    3331208.500 
10655      563438.812    3331102.250 
10656      563491.812    3331155.500 
10657      563491.812    3331261.500 
10658      563544.875    3331314.500 
10659      563544.875    3331208.500 
